id,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,globalSales
sales_722,Shaun White Snowboarding: Road Trip,2008-01-01,Ubisoft,Ubisoft,Wii,78.0,8.7,E10+,1
sales_723,NBA Ballers,2004-01-01,Midway,Midway Games,PlayStation 2,83.0,9.2,E,1
sales_724,Saints Row IV,2013-01-01,Volition Inc.,Deep Silver,Xbox 360,81.0,6.5,M,1
sales_725,NBA Live 2003,2002-01-01,EA Canada,Electronic Arts,PlayStation 2,83.0,8.3,E,1
sales_726,LEGO Batman 2: DC Super Heroes,2012-01-01,TT Games,Warner Bros. Interactive Entertainment,Xbox 360,79.0,7.2,E10+,1
sales_727,Dragon Ball Z: Budokai Tenkaichi,2005-01-01,Spike,Atari,PlayStation 2,72.0,8.4,T,1
sales_728,Dark Souls III,2016-01-01,From Software,Namco Bandai Games,PlayStation 4,89.0,8.8,M,1
sales_729,Kirby's Return to Dreamland,2011-01-01,HAL Labs,Nintendo,Wii,77.0,8.5,E10+,1
sales_730,Mario Party 6,2004-01-01,Hudson Soft,Nintendo,Nintendo GameCube,71.0,7.9,E,1
sales_731,Star Wars The Clone Wars: Lightsaber Duels,2008-01-01,Krome Studios,LucasArts,Wii,56.0,6.7,T,1
sales_732,Need for Speed Carbon,2006-01-01,EA Canada,Electronic Arts,Xbox 360,77.0,6.3,E10+,1
sales_733,Heavenly Sword,2007-01-01,Ninja Theory,Sony Computer Entertainment,PlayStation 3,79.0,8.3,T,1
sales_734,MySims,2007-01-01,EA Redwood Shores,Electronic Arts,Wii,68.0,7.2,E,1
sales_735,Army of Two,2008-01-01,EA Montreal,Electronic Arts,Xbox 360,72.0,7.6,M,1
sales_736,Tiger Woods PGA Tour 2003,2002-01-01,EA Sports,Electronic Arts,PlayStation 2,88.0,8.9,E,1
sales_737,Prince of Persia: Warrior Within,2004-01-01,Ubisoft Montreal,Ubisoft,PlayStation 2,83.0,8.5,M,1
sales_738,Far Cry 4,2014-01-01,Ubisoft Montreal,Ubisoft,Xbox One,82.0,7.5,M,1
sales_739,ESPN NFL 2K5,2004-01-01,Visual Concepts,Sega,Xbox,92.0,9.1,E,1
sales_740,Beyond: Two Souls,2013-01-01,Quantic Dream,Sony Computer Entertainment,PlayStation 3,70.0,8.1,M,1
sales_741,Pikmin,2001-01-01,Nintendo,Nintendo,Nintendo GameCube,89.0,8.7,E,1
sales_742,Tiger Woods PGA Tour 2004,2003-01-01,EA Sports,Electronic Arts,PlayStation 2,89.0,8.8,E,1
sales_743,Ape Escape,1999-01-01,SCEI,Sony Computer Entertainment,PlayStation,90.0,8.8,E,1
sales_744,NCAA Football 2005,2004-01-01,EA Tiburon,Electronic Arts,PlayStation 2,88.0,8.8,E,1
sales_745,Max Payne 3,2012-01-01,Rockstar Studios,Take-Two Interactive,Xbox 360,86.0,7.8,M,1
sales_746,Viva Pinata,2006-01-01,Rare Ltd.,Microsoft Game Studios,Xbox 360,84.0,8.0,E,1
sales_747,Kinectimals,2010-01-01,Frontier Developments,Microsoft Game Studios,Xbox 360,74.0,3.1,E,1
sales_748,Kirby Air Ride,2003-01-01,HAL Labs,Nintendo,Nintendo GameCube,61.0,7.9,E,1
sales_749,LEGO Marvel Super Heroes,2013-01-01,TT Games,Warner Bros. Interactive Entertainment,PlayStation 4,83.0,7.7,E10+,1
sales_750,Dragon Quest IV: Chapters of the Chosen,2007-01-01,ArtePiazza,Square Enix,Nintendo DS,80.0,7.9,E10+,1
sales_751,NFL Street 2,2004-01-01,EA Tiburon,Electronic Arts,PlayStation 2,77.0,8.7,E,1
sales_752,Super Mario Strikers,2005-01-01,Next Level Games,Nintendo,Nintendo GameCube,76.0,8.7,E,1
sales_753,Rage,2011-01-01,id Software,Bethesda Softworks,Xbox 360,81.0,6.7,M,1
sales_754,Mario Hoops 3 on 3,2006-01-01,Square Enix,Nintendo,Nintendo DS,69.0,8.0,E,1
sales_755,SpongeBob's Atlantis SquarePantis,2007-01-01,THQ,THQ,Nintendo DS,64.0,,E,1
sales_756,Just Cause 2,2010-01-01,Avalanche Studios,Square Enix,Xbox 360,81.0,8.0,M,1
sales_757,Silent Hill,1999-01-01,KCET,Konami Digital Entertainment,PlayStation,86.0,9.2,M,1
sales_758,Sonic Heroes,2003-01-01,Sonic Team,Sega,Nintendo GameCube,72.0,7.8,E,1
sales_759,ESPN NBA 2K5,2004-01-01,Visual Concepts,Global Star,PlayStation 2,83.0,7.5,E,1
sales_760,Diablo,1996-01-01,Blizzard Entertainment,Activision,Windows PC,94.0,8.7,M,1
sales_761,Far Cry 2,2008-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,85.0,6.7,M,1
sales_762,The Legend of Zelda: Twilight Princess,2006-01-01,Nintendo,Nintendo,Nintendo GameCube,96.0,9.2,T,1
sales_763,Pro Evolution Soccer 2008,2007-01-01,Konami,Konami Digital Entertainment,PlayStation 3,74.0,6.1,E,1
sales_764,Pokemon Battle Revolution,2006-01-01,Genius Sonority Inc.,Nintendo,Wii,53.0,6.7,E,1
sales_765,Kingdom Hearts 3D: Dream Drop Distance,2012-01-01,Square Enix,Square Enix,Nintendo 3DS,75.0,8.2,E10+,1
sales_766,Dance Dance Revolution: Hottest Party 2,2008-01-01,Konami,Konami Digital Entertainment,Wii,69.0,6.8,E10+,1
sales_767,SoulCalibur IV,2008-01-01,Namco,Ubisoft,Xbox 360,85.0,7.9,T,1
sales_768,Sonic Generations,2011-01-01,Sega,Sega,PlayStation 3,76.0,8.2,E,1
sales_769,Spyro 2: Season of Flame,2002-01-01,Digital Eclipse,Vivendi Games,Game Boy Advance,76.0,7.6,E,1
sales_770,Mario Party 10,2015-01-01,"Nintendo, Nd Cube",Nintendo,Wii U,66.0,6.5,E,1
sales_771,Devil May Cry 4,2008-01-01,Capcom,Capcom,PlayStation 3,84.0,8.2,M,1
sales_772,Dead Rising 3,2013-01-01,Capcom Vancouver,Microsoft Game Studios,Xbox One,78.0,6.8,M,1
sales_773,NCAA Football 2002,2001-01-01,EA Sports,Electronic Arts,PlayStation 2,90.0,8.7,E,1
sales_774,Gears of War: Judgment,2013-01-01,Epic Games,Microsoft Game Studios,Xbox 360,79.0,5.4,M,1
sales_775,Watch Dogs,2014-01-01,Ubisoft Montreal,Ubisoft,Xbox One,78.0,5.8,M,1
sales_776,Guitar Hero: On Tour Decades,2008-01-01,Vicarious Visions,Activision,Nintendo DS,72.0,8.0,E10+,1
sales_777,Madden NFL 15,2014-01-01,EA Sports,Electronic Arts,Xbox One,80.0,6.4,E,1
sales_778,Conflict: Desert Storm,2002-01-01,Pivotal Games,Gotham Games,PlayStation 2,55.0,8.6,T,1
sales_779,Mario Party 7,2005-01-01,Hudson,Nintendo,Nintendo GameCube,64.0,7.9,E,1
sales_780,Dragon Quest V: Hand of the Heavenly Bride,2008-01-01,ArtePiazza,Square Enix,Nintendo DS,84.0,8.5,E10+,1
sales_781,Smuggler's Run,2000-01-01,Rockstar San Diego,Take-Two Interactive,PlayStation 2,79.0,6.8,T,1
sales_782,Fight Night Round 3,2006-01-01,EA Chicago,Electronic Arts,PlayStation 2,84.0,8.1,T,1
sales_783,Need for Speed: Most Wanted,2012-01-01,EA Canada,Electronic Arts,Xbox 360,83.0,8.5,T,1
sales_784,Carnival Games: Mini Golf,2008-01-01,Cat Daddy Games,Take-Two Interactive,Wii,38.0,5.7,E,1
sales_785,Pokemon Mystery Dungeon: Explorers of Sky,2009-01-01,ChunSoft,Nintendo,Nintendo DS,54.0,9.0,E,1
sales_786,MySims Kingdom,2008-01-01,TOSE,Electronic Arts,Nintendo DS,58.0,,E,1
sales_787,LEGO Pirates of the Caribbean: The Video Game,2011-01-01,Traveller's Tales,Disney Interactive Studios,Wii,73.0,7.0,E10+,1
sales_788,Stuntman,2002-01-01,Reflections Interactive,Atari,PlayStation 2,71.0,5.7,T,1
sales_789,Tom Clancy's Rainbow Six 3,2003-01-01,Ubisoft,Ubisoft,Xbox,86.0,8.5,M,1
sales_790,LEGO Harry Potter: Years 1-4,2010-01-01,Traveller's Tales,Warner Bros. Interactive Entertainment,Xbox 360,79.0,8.0,E10+,1
sales_791,Spider-Man 2: Enter: Electro,2001-01-01,Vicarious Visions,Activision,PlayStation,74.0,8.7,E,1
sales_792,Guitar Hero 5,2009-01-01,Vicarious Visions,Activision,Wii,89.0,6.9,T,1
sales_793,Wolfenstein: The New Order,2014-01-01,MachineGames,Bethesda Softworks,PlayStation 4,79.0,8.1,M,1
sales_794,Mafia II,2010-01-01,2K Czech,Take-Two Interactive,Xbox 360,74.0,7.8,M,1
sales_795,BioShock 2,2010-01-01,2K Marin,Take-Two Interactive,PlayStation 3,88.0,8.2,M,1
sales_796,Dark Cloud,2000-01-01,Level 5,Sony Computer Entertainment,PlayStation 2,80.0,8.2,T,1
sales_797,Warcraft III: The Frozen Throne,2003-01-01,Blizzard Entertainment,Activision,Windows PC,88.0,9.0,T,1
sales_798,Active Life: Outdoor Challenge,2008-01-01,h.a.n.d. Inc.,Atari,Wii,69.0,8.1,E,1
sales_799,Tom Clancy's Ghost Recon Advanced Warfighter,2006-01-01,Ubisoft Paris,Ubisoft,Xbox 360,90.0,8.0,T,1
sales_800,MVP Baseball 2005,2005-01-01,EA Sports,Electronic Arts,PlayStation 2,87.0,8.6,E,1
sales_801,Uncharted: Golden Abyss,2011-01-01,"Naughty Dog, Sony Bend",Sony Computer Entertainment,PlayStation Vita,80.0,7.4,T,1
sales_802,Go Vacation,2011-01-01,Namco Bandai Games,Namco Bandai Games,Wii,64.0,7.8,E10+,1
sales_803,Pro Evolution Soccer 2013,2012-01-01,Konami,Konami Digital Entertainment,PlayStation 3,82.0,6.7,E,1
sales_804,Dishonored,2012-01-01,Arkane Studios,Bethesda Softworks,PlayStation 3,89.0,7.9,M,1
sales_805,Mario Golf: Toadstool Tour,2003-01-01,Camelot Software Planning,Nintendo,Nintendo GameCube,81.0,8.0,E,1
sales_806,Call of Duty: Black Ops II,2012-01-01,Treyarch,Activision,Windows PC,74.0,4.2,M,1
sales_807,Resident Evil: The Umbrella Chronicles,2007-01-01,Cavia Inc.,Capcom,Wii,75.0,7.6,M,1
sales_808,The Simpsons Skateboarding,2002-01-01,The Code Monkeys,Electronic Arts,PlayStation 2,38.0,5.0,T,1
sales_809,Donkey Kong Country: Tropical Freeze,2014-01-01,Retro Studios,Nintendo,Wii U,83.0,8.9,E,1
sales_810,Fight Night Round 4,2009-01-01,EA Canada,Electronic Arts,PlayStation 3,88.0,7.6,T,1
sales_811,Super Monkey Ball 2,2002-01-01,Amusement Vision,Atari,Nintendo GameCube,87.0,8.5,E,1
sales_812,Pac-Man World 2,2002-01-01,Namco,Namco Bandai Games,PlayStation 2,73.0,7.8,E,1
sales_813,MySims Kingdom,2008-01-01,EA Redwood Shores,Electronic Arts,Wii,76.0,8.1,E,1
sales_814,Dead Space 2,2011-01-01,Visceral Games,Electronic Arts,Xbox 360,90.0,8.6,M,1
sales_815,The Simpsons Game,2007-01-01,Electronic Arts,Electronic Arts,PlayStation 2,68.0,8.2,T,1
sales_816,The Simpsons Game,2007-01-01,Griptonite Games,Electronic Arts,Nintendo DS,69.0,7.3,T,1
sales_817,Football Manager 2012,2011-01-01,Sports Interactive,Sega,Windows PC,84.0,8.0,E,1
sales_818,Ni no Kuni: Wrath of the White Witch,2011-01-01,Level 5,Namco Bandai Games,PlayStation 3,85.0,8.6,E10+,1
sales_819,SoulCalibur II,2003-01-01,Namco,Namco Bandai Games,Nintendo GameCube,93.0,9.1,T,1
sales_820,Call of Duty 3,2006-01-01,Treyarch,Activision,PlayStation 3,80.0,6.9,T,1
sales_821,Tokyo Xtreme Racer Zero,2000-01-01,Genki,Crave Entertainment,PlayStation 2,76.0,8.9,E,1
sales_822,Red Faction II,2002-01-01,Volition Inc.,THQ,PlayStation 2,84.0,8.3,M,1
sales_823,Madden NFL 2001,2000-01-01,EA Sports,Electronic Arts,PlayStation 2,91.0,7.7,E,1
sales_824,Star Wars: The Force Unleashed II,2010-01-01,LucasArts,LucasArts,PlayStation 3,63.0,6.8,T,1
sales_825,Rock Band 2,2008-01-01,Harmonix Music Systems,MTV Games,PlayStation 3,91.0,7.9,T,1
sales_826,Final Fantasy: Crystal Chronicles,2003-01-01,Square Enix,Nintendo,Nintendo GameCube,80.0,8.1,T,1
sales_827,Medal of Honor: Frontline,2002-01-01,EA LA,Electronic Arts,Xbox,81.0,6.9,T,1
sales_828,Madden NFL 09,2008-01-01,EA Tiburon,Electronic Arts,PlayStation 2,67.0,7.0,E,1
sales_829,Dead Rising 2,2010-01-01,Blue Castle Games,Capcom,Xbox 360,79.0,6.9,M,1
sales_830,Mafia II,2010-01-01,2K Czech,Take-Two Interactive,PlayStation 3,75.0,7.7,M,1
sales_831,Batman: Arkham Knight,2015-01-01,Rocksteady Studios,Warner Bros. Interactive Entertainment,Xbox One,85.0,6.6,M,1
sales_832,Dirge of Cerberus: Final Fantasy VII,2006-01-01,Square Enix,Square Enix,PlayStation 2,57.0,6.9,T,1
sales_833,Sonic Rivals 2,2007-01-01,Backbone Entertainment,Sega,PlayStation Portable (PSP),60.0,7.8,E,1
sales_834,Resistance 3,2011-01-01,Insomniac Games,Sony Computer Entertainment,PlayStation 3,83.0,7.8,M,1
sales_835,Drawn To Life: SpongeBob SquarePants Edition,2008-01-01,Altron,THQ,Nintendo DS,68.0,5.5,E,1
sales_836,007: Quantum of Solace,2008-01-01,Treyarch,Activision,Xbox 360,65.0,7.1,T,1
sales_837,Major League Baseball 2K5,2005-01-01,Kush Games,Take-Two Interactive,PlayStation 2,82.0,7.4,E,1
sales_838,Fight Night 2004,2004-01-01,EA Sports,Electronic Arts,PlayStation 2,85.0,9.0,T,1
sales_839,LEGO Star Wars III: The Clone Wars,2011-01-01,Traveller's Tales,LucasArts,Xbox 360,75.0,7.8,E10+,1
sales_840,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-01-01,Ubisoft Shanghai,Ubisoft,Xbox,93.0,8.6,T,1
sales_841,Call of Duty Black Ops: Declassified,2012-01-01,Nihilistic,Activision,PlayStation Vita,33.0,4.8,M,1
sales_842,Tom Clancy's Ghost Recon: Future Soldier,2012-01-01,Ubisoft Paris,Ubisoft,Xbox 360,79.0,7.2,M,1
sales_843,Fight Night Round 3,2006-01-01,EA Chicago,Electronic Arts,Xbox 360,86.0,8.8,T,1
sales_844,Xenogears,1998-01-01,SquareSoft,SquareSoft,PlayStation,84.0,8.4,T,1
sales_845,Super Scribblenauts,2010-01-01,5TH Cell,Warner Bros. Interactive Entertainment,Nintendo DS,81.0,8.2,E10+,1
sales_846,Midway Arcade Treasures,2003-01-01,Midway,Midway Games,PlayStation 2,76.0,,T,1
sales_847,Super Monkey Ball,2001-01-01,Amusement Vision,Atari,Nintendo GameCube,87.0,7.9,E,1
sales_848,SoulCalibur IV,2008-01-01,Namco,Ubisoft,PlayStation 3,85.0,7.9,T,1
sales_849,Mario Superstar Baseball,2005-01-01,Namco,Nintendo,Nintendo GameCube,76.0,8.6,E,1
sales_850,Wall-E,2008-01-01,Helixe,THQ,Nintendo DS,54.0,,E,1
sales_851,Battlefield: Bad Company,2008-01-01,EA DICE,Electronic Arts,Xbox 360,83.0,7.7,T,1
sales_852,Homefront,2011-01-01,Kaos Studios,THQ,Xbox 360,70.0,6.0,M,1
sales_853,Onimusha 3: Demon Siege,2004-01-01,Capcom,Capcom,PlayStation 2,85.0,8.6,M,1
sales_854,Red Dead Revolver,2004-01-01,Rockstar San Diego,Take-Two Interactive,PlayStation 2,73.0,7.8,M,1
sales_855,Resident Evil: Outbreak,2003-01-01,Capcom,Capcom,PlayStation 2,71.0,8.3,M,1
sales_856,Mass Effect 2,2011-01-01,BioWare,Electronic Arts,PlayStation 3,94.0,8.5,M,1
sales_857,LEGO Battles: Ninjago,2011-01-01,Hellbent Games,Warner Bros. Interactive Entertainment,Nintendo DS,59.0,6.9,E,1
sales_858,NBA 2K14,2013-01-01,Visual Concepts,Take-Two Interactive,PlayStation 4,85.0,6.5,E,1
sales_859,SingStar Pop,2007-01-01,SCEE London Studio,Sony Computer Entertainment,PlayStation 2,73.0,7.5,E10+,1
sales_860,Disney Infinity,2013-01-01,Avalanche Software,Disney Interactive Studios,Xbox 360,74.0,6.5,E10+,1
sales_861,My Word Coach,2007-01-01,Ubisoft,Ubisoft,Nintendo DS,71.0,6.8,E,1
sales_862,Tiger Woods PGA Tour 2005,2004-01-01,EA Sports,Electronic Arts,PlayStation 2,88.0,8.2,E,1
sales_863,NCAA Football 2003,2002-01-01,EA Sports,Electronic Arts,PlayStation 2,91.0,8.6,E,1
sales_864,Star Wars: The Force Unleashed II,2010-01-01,LucasArts,LucasArts,Xbox 360,61.0,5.7,T,1
sales_865,Frogger 2: Swampy's Revenge,1999-01-01,Blitz Games,Hasbro Interactive,PlayStation,77.0,7.9,E,1
sales_866,WWE SmackDown vs Raw 2008,2007-01-01,Yuke's,THQ,Xbox 360,71.0,6.8,T,1
sales_867,Kinect Joy Ride,2010-01-01,BigPark,Microsoft Game Studios,Xbox 360,52.0,5.0,E,1
sales_868,Smarty Pants,2007-01-01,Planet Moon Studios,Electronic Arts,Wii,65.0,7.6,E,1
sales_869,Classic NES Series: Super Mario Bros.,2004-01-01,Nintendo,Nintendo,Game Boy Advance,84.0,8.6,E,1
sales_870,Anno 2070,2011-01-01,"Blue Byte, Related Designs",Ubisoft,Windows PC,83.0,7.0,T,1
sales_871,Hasbro Family Game Night,2008-01-01,EA Bright Light,Electronic Arts,Wii,63.0,7.5,E,1
sales_872,Sonic Rivals,2006-01-01,Backbone Entertainment,Sega,PlayStation Portable (PSP),64.0,7.8,E,1
sales_873,BioShock,2008-01-01,"Digital Extremes, 2K Marin",Take-Two Interactive,PlayStation 3,94.0,8.7,M,1
sales_874,Mass Effect 3,2012-01-01,BioWare,Electronic Arts,PlayStation 3,93.0,5.5,M,1
sales_875,Cabela's Big Game Hunter,2002-01-01,Sand Grain Studios,Activision,PlayStation 2,59.0,7.8,T,1
sales_876,SimCity (2013),2013-01-01,Maxis,Electronic Arts,Windows PC,64.0,2.2,E10+,1
sales_877,The Legend of Zelda: The Minish Cap,2004-01-01,Flagship,Nintendo,Game Boy Advance,89.0,9.0,E,1
sales_878,NFL Street,2004-01-01,EA Tiburon,Electronic Arts,PlayStation 2,80.0,8.9,E,1
sales_879,Dead Space 2,2011-01-01,Visceral Games,Electronic Arts,PlayStation 3,89.0,8.4,M,1
sales_880,Tiger Woods PGA Tour 09 All-Play,2008-01-01,EA Tiburon,Electronic Arts,Wii,81.0,8.7,E,1
sales_881,Metal Gear Rising: Revengeance,2013-01-01,PlatinumGames,Konami Digital Entertainment,PlayStation 3,80.0,7.9,M,1
sales_882,Rayman Raving Rabbids,2006-01-01,Ubisoft Montpellier,Ubisoft,Wii,76.0,7.9,E,1
sales_883,Dragon Quest Monsters: Joker 2,2010-01-01,TOSE,Square Enix,Nintendo DS,77.0,7.3,E,1
sales_884,UFC Undisputed 2010,2010-01-01,Yuke's,THQ,PlayStation 3,85.0,7.2,T,1
sales_885,Medal of Honor: Warfighter,2012-01-01,Danger Close,Electronic Arts,PlayStation 3,55.0,6.0,M,1
sales_886,Sonic's Ultimate Genesis Collection,2009-01-01,Backbone Entertainment,Sega,Xbox 360,79.0,8.5,E10+,1
sales_887,Diablo III,2013-01-01,Blizzard Entertainment,Activision,Xbox 360,87.0,6.6,M,1
sales_888,Twisted Metal: Black,2001-01-01,Incognito Inc.,Sony Computer Entertainment,PlayStation 2,91.0,8.4,M,1
sales_889,NASCAR 2005: Chase for the Cup,2004-01-01,EA Tiburon,Electronic Arts,PlayStation 2,87.0,8.4,E,1
sales_890,Fight Night Round 4,2009-01-01,EA Canada,Electronic Arts,Xbox 360,87.0,8.1,T,1
sales_891,Spider-Man: The Movie,2002-01-01,Treyarch,Activision,Xbox,79.0,7.5,E,1
sales_892,LEGO Star Wars II: The Original Trilogy,2006-01-01,Traveller's Tales,LucasArts,PlayStation Portable (PSP),83.0,8.6,E10+,1
sales_893,Dead Space,2008-01-01,EA Redwood Shores,Electronic Arts,Xbox 360,89.0,8.7,M,1
sales_894,LEGO Indiana Jones 2: The Adventure Continues,2009-01-01,Traveller's Tales,Activision,Wii,72.0,6.1,E10+,1
sales_895,Ridge Racer,2004-01-01,Namco,Sony Computer Entertainment,PlayStation Portable (PSP),88.0,8.2,E,1
sales_896,Sonic Advance 3,2004-01-01,Dimps Corporation,THQ,Game Boy Advance,79.0,8.4,E,1
sales_897,Colin McRae Rally 3,2002-01-01,Codemasters,Codemasters,PlayStation 2,86.0,7.7,E,1
sales_898,Forza Horizon 2,2014-01-01,Playground Games,Microsoft Game Studios,Xbox One,86.0,8.2,E10+,1
sales_899,Madden NFL 2002,2001-01-01,EA Sports,Electronic Arts,PlayStation,88.0,8.0,E,1
sales_900,Dynasty Warriors 5,2005-01-01,Omega Force,Tecmo Koei,PlayStation 2,69.0,8.8,T,1
sales_901,Injustice: Gods Among Us,2013-01-01,NetherRealm Studios,Warner Bros. Interactive Entertainment,Xbox 360,81.0,7.9,T,1
sales_902,Far Cry 2,2008-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,85.0,6.4,M,1
sales_903,Yoshi's New Island,2014-01-01,Arzest,Nintendo,Nintendo 3DS,64.0,6.1,E,1
sales_904,True Crime: Streets of LA,2003-01-01,"Luxoflux, Inc.",Activision,Xbox,77.0,7.8,M,1
sales_905,Ryse: Son of Rome,2013-01-01,Crytek,Microsoft Game Studios,Xbox One,60.0,6.1,M,1
sales_906,Mortal Kombat X,2015-01-01,"Warner Bros. Interactive Entertainment, NetherRealm Studios",Warner Bros. Interactive Entertainment,Xbox One,86.0,7.3,M,1
sales_907,Rise of the Tomb Raider,2015-01-01,Crystal Dynamics,Square Enix,Xbox One,86.0,8.0,M,1
sales_908,Sonic Generations,2011-01-01,"Sega, Sonic Team",Sega,Xbox 360,77.0,8.3,E,1
sales_909,Dave Mirra Freestyle BMX 2,2001-01-01,"Z-Axis, Ltd.",Acclaim Entertainment,PlayStation 2,81.0,8.1,T,1
sales_910,Bakugan: Battle Brawlers,2009-01-01,Now Production,Activision,Nintendo DS,60.0,6.7,E,1
sales_911,LEGO Indiana Jones: The Original Adventures,2008-01-01,Traveller's Tales,LucasArts,PlayStation 2,77.0,8.4,E10+,1
sales_912,Deus Ex: Human Revolution,2011-01-01,Eidos Montreal,Square Enix,Xbox 360,89.0,8.3,M,1
sales_913,Final Fantasy XII: Revenant Wings,2007-01-01,"Square Enix, Think and Feel",Square Enix,Nintendo DS,81.0,6.1,E10+,1
sales_914,Call of Duty: Black Ops,2010-01-01,Treyarch,Activision,Wii,80.0,5.8,M,1
sales_915,Deus Ex: Human Revolution,2011-01-01,Eidos Montreal,Square Enix,PlayStation 3,89.0,8.2,M,1
sales_916,Star Wars Knights of the Old Republic II: The Sith Lords,2004-01-01,Obsidian Entertainment,Activision,Xbox,86.0,8.6,T,1
sales_917,The Sims 2,2005-01-01,Maxis,Electronic Arts,PlayStation Portable (PSP),65.0,6.9,T,1
sales_918,Dead Rising 2,2010-01-01,Blue Castle Games,Capcom,PlayStation 3,80.0,6.7,M,1
sales_919,Ridge Racer 7,2006-01-01,Namco Bandai Games,Namco Bandai Games,PlayStation 3,78.0,7.1,E,1
sales_920,Tom Clancy's Ghost Recon 2,2004-01-01,Red Storm Entertainment,Ubisoft,Xbox,80.0,8.9,T,1
sales_921,Need for Speed: The Run,2011-01-01,Black Box,Electronic Arts,Xbox 360,68.0,6.0,T,1
sales_922,Crash Bandicoot 2: N-Tranced,2003-01-01,Vicarious Visions,Vivendi Games,Game Boy Advance,75.0,7.8,E,1
sales_923,Titanfall,2014-01-01,Bluepoint Games,Electronic Arts,Xbox 360,83.0,5.9,M,1
sales_924,SingStar Abba,2008-01-01,SCEE London Studio,Sony Computer Entertainment,PlayStation 2,64.0,,T,1
sales_925,Dead to Rights,2002-01-01,Namco,Electronic Arts,PlayStation 2,73.0,8.9,M,1
sales_926,WWE '13,2012-01-01,THQ,THQ,PlayStation 3,76.0,8.1,T,1
sales_927,Hasbro Family Game Night 2,2009-01-01,Electronic Arts,Electronic Arts,Wii,63.0,6.3,E,1
sales_928,Gardening Mama,2009-01-01,Taito Corporation,505 Games,Nintendo DS,60.0,9.3,E,1
sales_929,Burnout Paradise,2008-01-01,Criterion Games,Electronic Arts,Xbox 360,88.0,6.9,E10+,1
sales_930,Middle-Earth: Shadow of Mordor,2014-01-01,Monolith Productions,Warner Bros. Interactive Entertainment,Xbox One,87.0,8.0,M,1
sales_931,MotorStorm: Pacific Rift,2008-01-01,Evolution Studios,Sony Computer Entertainment,PlayStation 3,82.0,8.0,T,1
sales_932,Samurai Warriors,2004-01-01,Omega Force,Electronic Arts,PlayStation 2,73.0,8.7,T,1
sales_933,Battlefield 4,2013-01-01,EA DICE,Electronic Arts,Windows PC,81.0,6.0,M,1
sales_934,Gears of War 4,2016-01-01,The Coalition,Microsoft Game Studios,Xbox One,84.0,6.2,M,1
sales_935,FIFA Soccer 08,2007-01-01,EA Canada,Electronic Arts,PlayStation Portable (PSP),79.0,7.4,E,1
sales_936,FIFA Soccer 09,2008-01-01,EA Canada,Electronic Arts,PlayStation Portable (PSP),84.0,8.9,E,1
sales_937,FIFA Soccer 08,2007-01-01,EA Canada,Electronic Arts,Xbox 360,82.0,7.9,E,1
sales_938,Test Drive,2002-01-01,Pitbull Syndicate,Atari,PlayStation 2,73.0,7.4,T,1
sales_939,Devil May Cry 4,2008-01-01,Capcom,Capcom,Xbox 360,84.0,8.0,M,1
sales_940,Tom Clancy's Rainbow Six: Vegas 2,2008-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,81.0,7.9,M,1
sales_941,Metroid: Other M,2010-01-01,Team Ninja,Nintendo,Wii,79.0,6.5,T,1
sales_942,Crysis 2,2011-01-01,Crytek,Electronic Arts,Xbox 360,84.0,7.5,M,1
sales_943,Chrono Trigger,2008-01-01,TOSE,Square Enix,Nintendo DS,92.0,8.9,E10+,1
sales_944,Marvel vs. Capcom 3: Fate of Two Worlds,2011-01-01,Capcom,Capcom,PlayStation 3,84.0,7.3,T,1
sales_945,Doom 3,2005-01-01,Vicarious Visions,Activision,Xbox,88.0,7.4,M,1
sales_946,Tom Clancy's Rainbow Six: Siege,2015-01-01,Ubisoft Montreal,Ubisoft,Xbox One,74.0,6.9,M,1
sales_947,F1 2010,2010-01-01,Codemasters Birmingham,Codemasters,PlayStation 3,84.0,7.8,E,1
sales_948,Monster Hunter Freedom,2005-01-01,Capcom,Capcom,PlayStation Portable (PSP),71.0,8.6,T,1
sales_949,Donkey Kong Jungle Beat,2004-01-01,Nintendo,Nintendo,Nintendo GameCube,80.0,8.3,E10+,1
sales_950,Need for Speed Carbon,2006-01-01,EA Canada,Electronic Arts,PlayStation 2,74.0,8.4,E10+,1
sales_951,Lost Planet: Extreme Condition,2006-01-01,Capcom,Capcom,Xbox 360,79.0,7.1,T,1
sales_952,Max Payne 2: The Fall of Max Payne,2003-01-01,Rockstar Vienna,Take-Two Interactive,PlayStation 2,73.0,8.2,M,1
