id,name,releaseYear,developer,platform,series
dbpedia_10143,Cities in Motion 2,2014-01-01,Colossal Order (video game developer),Linux / SteamOS,
dbpedia_10144,Ghostrunner,2021-01-01,Slipgate Ironworks,Nintendo Switch,
dbpedia_10145,Taz-Mania (video game),1992-01-01,Beam Software,Sega Master System,
dbpedia_10146,Warhammer: Vermintide 2,2018-01-01,Fatshark,Xbox Series X,Warhammer Fantasy (setting)
dbpedia_10147,List of Monster Jam video games,2010-01-01,Team6 Game Studios,Xbox One,Monster Jam
dbpedia_10148,Lemmings (video game),1993-01-01,Sunsoft,,
dbpedia_10149,Jet Set Radio,2000-01-01,BlitWorks,Xbox 360,
dbpedia_10150,Prince of Persia Classic,2007-01-01,Gameloft,Xbox 360,Prince of Persia
dbpedia_10151,Might and Magic II: Gates to Another World,,New World Computing,,Might and Magic
dbpedia_10152,Another World (video game),2011-01-01,Delphine Software International,,
dbpedia_10154,Mario & Sonic at the Olympic Winter Games,2009-01-01,Sonic Team,Wii,Sonic the Hedgehog (series)
dbpedia_10155,List of Fire Pro Wrestling games,2001-01-01,Spike Chunsoft,Game Boy Advance,Fire Pro Wrestling
dbpedia_10156,Unchained Blades,2011-01-01,FuRyu,PlayStation Portable (PSP),
dbpedia_10157,Nihilumbra,2012-01-01,BeautiFun Games,Android,
dbpedia_10158,List of Monster Jam video games,2007-01-01,Ubi Soft Barcelona,Nintendo Switch,Monster Jam
dbpedia_10159,Vendetta Online,2004-01-01,Guild Software,Oculus Rift,
dbpedia_10160,Fatal Fury 3: Road to the Final Victory,1995-01-01,SNK,Sega Saturn,Fatal Fury
dbpedia_10161,Stardew Valley,2018-01-01,ConcernedApe,macOS,
dbpedia_10162,Darwinia (video game),2005-01-01,Introversion Software,Windows PC,
dbpedia_10163,The Legend of Zelda LCD games,1989-01-01,Nintendo Research & Development 1,,The Legend of Zelda
dbpedia_10164,Clannad (video game),2014-01-01,Key (company),Windows PC,
dbpedia_10165,Rampage 2: Universal Tour,1999-01-01,Digital Eclipse Software,PlayStation,Rampage (franchise)
dbpedia_10166,Space Jam (video game),1996-01-01,Sculptured Software,PlayStation,
dbpedia_10167,Shadow of Memories,2002-01-01,Konami Computer Entertainment Tokyo,Xbox,
dbpedia_10168,Obduction (video game),2016-01-01,Cyan Worlds,HTC Vive,
dbpedia_10169,Battlestar Galactica Online,2011-01-01,Bigpoint Games,Windows PC,
dbpedia_10170,Fallout Shelter,2016-01-01,,Android,Fallout (series)
dbpedia_10171,Avadon: The Black Fortress,2011-01-01,Spiderweb Software,Windows PC,
dbpedia_10172,Pitfall!,1982-01-01,Activision,Atari 5200,
dbpedia_10173,Thomas Was Alone,2012-01-01,Mike Bithell,PlayStation 3,
dbpedia_10174,Lemmings (video game),1991-01-01,Probe Entertainment,,
dbpedia_10175,Last Resort (video game),1992-01-01,SNK,Arcade Cabinet,
dbpedia_10176,Spider-Man: Web of Shadows,2008-01-01,Aspyr,Windows PC,
dbpedia_10177,MySims SkyHeroes,2010-01-01,Behaviour Interactive,Xbox 360,The Sims
dbpedia_10178,Bob the Builder: Festival of Fun,2007-01-01,Atomic Planet Entertainment,PlayStation 2,
dbpedia_10179,Dead Space 2,2011-01-01,Visceral Games,Xbox 360,Dead Space (franchise)
dbpedia_10180,Delta Force: Black Hawk Down,2003-01-01,NovaLogic,macOS,Delta Force (video game)
dbpedia_10181,Bittersweet Fools,2002-01-01,HuneX,Sega Dreamcast,
dbpedia_10182,The Blackwell Convergence,2014-01-01,Wadjet Eye Games,Windows PC,Blackwell (series)
dbpedia_10183,Die Hard: Nakatomi Plaza,2002-01-01,Piranha Games,Windows PC,
dbpedia_10184,Hydlide,1984-01-01,T&E Soft,,
dbpedia_10185,Alien Hominid,2007-01-01,The Behemoth,PlayStation 2,
dbpedia_10186,Cho Aniki,1995-01-01,Psikyo,Sega Saturn,
dbpedia_10188,Mortal Kombat (1992 video game),1993-01-01,Midway Games,Sega Master System,Mortal Kombat
dbpedia_10189,Time Gal,1992-01-01,Toei Company,,
dbpedia_10192,Mushroom Wars,2009-01-01,Creative Mobile,iOS (iPhone),
dbpedia_10193,Max Payne (video game),2001-01-01,Remedy Entertainment,Android,Max Payne
dbpedia_10194,Secret of the Silver Blades,1992-01-01,Strategic Simulations,,Gold Box
dbpedia_10195,X-Men Origins: Wolverine (video game),2009-01-01,Raven Software,Windows PC,
dbpedia_10196,Atelier Rorona: The Alchemist of Arland,2018-01-01,Gust Co. Ltd.,PlayStation 3,Atelier (video game series)
dbpedia_10197,Duke Nukem II,2012-01-01,3D Realms,iOS (iPhone),Duke Nukem
dbpedia_10198,OK K.O.! Let's Play Heroes,2018-01-01,Capybara Games,Nintendo Switch,
dbpedia_10199,Shrek 2 (video game),2004-01-01,Vicarious Visions,PlayStation 2,
dbpedia_10200,Mortal Kombat II,1994-01-01,Sculptured Software,PlayStation 3,Mortal Kombat
dbpedia_10201,Crusader: No Remorse,1995-01-01,Realtime Associates,PlayStation,
dbpedia_10202,F1 2011 (video game),2012-01-01,Sumo Digital,Windows PC,F1 (video game series)
dbpedia_10203,Harvest Moon: The Tale of Two Towns,2010-01-01,Marvelous (company),Nintendo 3DS,Story of Seasons
dbpedia_10204,Magic Sword (video game),1990-01-01,Capcom,PlayStation Portable (PSP),
dbpedia_10205,Scrabble (video game),2009-01-01,Stainless Games,Game Boy Advance,
dbpedia_10206,JumpStart SpyMasters: Unmask the Prankster,,Knowledge Adventure,,JumpStart
dbpedia_10207,List of Monster Jam video games,2003-01-01,Rainbow Studios,Wii,Monster Jam
dbpedia_10208,Dragon Ball Heroes,2010-01-01,Dimps,Windows PC,List of Dragon Ball video games
dbpedia_10209,List of Monster Jam video games,2017-01-01,Torus Games,PlayStation 4,Monster Jam
dbpedia_10210,Tapper (video game),1983-01-01,Marvin Glass and Associates,,
dbpedia_10211,Waku Waku 7,1996-01-01,Sunsoft,,
dbpedia_10212,Spider-Man: Web of Shadows,2008-01-01,Shaba Games,Xbox 360,
dbpedia_10213,Bee Movie Game,2007-01-01,Vicarious Visions,Windows PC,
dbpedia_10214,Mario & Sonic at the Rio 2016 Olympic Games,2016-01-01,Sega Sports R&D,Wii U,Mario (franchise)
dbpedia_10216,Doritos Crash Course,2010-01-01,Behaviour Interactive,Windows PC,
dbpedia_10217,Wing Commander (video game),1996-01-01,Origin Systems,PlayStation Portable (PSP),
dbpedia_10218,Memories Off 6: T-wave,2013-01-01,5pb.,iOS (iPhone),Memories Off
dbpedia_10219,Dragon Knight II,1992-01-01,ELF Corporation,,Dragon Knight (series)
dbpedia_10220,Excitebike,2011-01-01,Arika,Game Boy Advance,
dbpedia_10221,Din's Curse,2010-01-01,Soldak Entertainment,macOS,
dbpedia_10222,Virtual On: Cyber Troopers,1996-01-01,Sega AM3,Arcade Cabinet,Virtual On
dbpedia_10223,NBA Live 08,2007-01-01,Microsoft Windows,PlayStation 3,NBA Live (video game series)
dbpedia_10224,Angry Birds Transformers,2014-01-01,Exient Entertainment,Android,List of Transformers video games
dbpedia_10225,Tangle Tower,2019-01-01,SFB Games,macOS,
dbpedia_10226,The Elder Scrolls Adventures: Redguard,1998-01-01,Bethesda Softworks,,The Elder Scrolls
dbpedia_10228,Michael Jackson: The Experience,2015-01-01,Ubisoft Montpellier,PlayStation 3,
dbpedia_10229,Record of Agarest War,2007-01-01,HyperDevbox Japan,Nintendo Switch,
dbpedia_10230,Bratz: Rock Angelz (video game),2005-01-01,Blitz Games,PlayStation 2,
dbpedia_10231,Tom Clancy's Rainbow Six 3: Raven Shield,2003-01-01,Ubisoft Shanghai,,Tom Clancy's Rainbow Six
dbpedia_10232,Battlefront (2007 video game),2007-01-01,Strategic Studies Group,Windows PC,
dbpedia_10233,Little Computer People,1985-01-01,Activision,,
dbpedia_10234,Kanon (video game),2011-01-01,Key (company),,
dbpedia_10235,Teenage Mutant Ninja Turtles: Danger of the Ooze,2014-01-01,WayForward,Nintendo 3DS,List of Teenage Mutant Ninja Turtles video games
dbpedia_10236,List of Fire Pro Wrestling games,2001-01-01,Human Entertainment,,Fire Pro Wrestling
dbpedia_10237,Heavy Fire,2018-01-01,Teyon,Wii,
dbpedia_10238,London 2012 (video game),2012-01-01,Sega Studios Australia,Windows PC,
dbpedia_10240,Mighty Morphin Power Rangers (video game),1994-01-01,Natsume (company),,
dbpedia_10241,Growlanser (video game),2009-01-01,Career Soft,PlayStation Portable (PSP),Growlanser
dbpedia_10244,Mad Dash Racing,2001-01-01,Crystal Dynamics,Xbox,
dbpedia_10245,Virtua Fighter 2,1997-01-01,Sega AM2,iOS (iPhone),Virtua Fighter
dbpedia_10246,Kids on Site,2022-01-01,Digital Pictures,,
dbpedia_10247,Little Busters!,2013-01-01,Key (company),PlayStation Vita,
dbpedia_10248,Dengeki Bunko: Fighting Climax,2015-01-01,Ecole Software,PlayStation 3,
dbpedia_10249,Maru's Mission,1990-01-01,Tose (company),,
dbpedia_10250,Black & White (video game),2001-01-01,Lionhead Studios,Windows PC,
dbpedia_10251,WarTech: Senko no Ronde,2017-01-01,G.rev,Arcade Cabinet,
dbpedia_10252,Mario Bros.,1987-01-01,"Atari, Inc.",,Mario (franchise)
dbpedia_10253,Deponia (video game),2012-01-01,Daedalic Entertainment,Xbox One,
dbpedia_10254,Clannad (video game),2010-01-01,Key (company),PlayStation Vita,
dbpedia_10256,Cabela's Big Game Hunter 2005 Adventures,2004-01-01,Fun Labs,Xbox,
dbpedia_10257,Another World (video game),2014-01-01,Delphine Software International,Nintendo 3DS,
dbpedia_10258,Samba de Amigo,1999-01-01,Sonic Team,Wii,
dbpedia_10259,RoboCop 3 (video game),,Digital Image Design,,List of RoboCop video games
dbpedia_10260,Blades of Steel,1988-01-01,Konami,Nintendo Entertainment System (NES),
dbpedia_10261,Global Defence Force,2014-01-01,Sandlot (company),PlayStation Portable (PSP),Earth Defense Force
dbpedia_10262,Risk (video game),2010-01-01,Zoë Mode,Windows PC,
dbpedia_10263,Guacamelee!,2014-01-01,DrinkBox Studios,Windows PC,
dbpedia_10264,Thunder Blade,1987-01-01,Sega,,
dbpedia_10265,Avatar: The Last Airbender – The Burning Earth,2007-01-01,Tose (company),Nintendo DS,
dbpedia_10266,Mystery Chronicle: One Way Heroics,2015-01-01,Spike Chunsoft,PlayStation Vita,Mystery Dungeon
dbpedia_10267,Tribes 2,2001-01-01,Loki Entertainment,Windows PC,Tribes (video game series)
dbpedia_10268,Street Fighter III: 3rd Strike,2018-01-01,Iron Galaxy Studios,Xbox,Street Fighter
dbpedia_10269,Mega Turrican,1994-01-01,Factor 5,,
dbpedia_10270,Last Day of June,2017-01-01,Ovosonico,Nintendo Switch,
dbpedia_10271,Cho Aniki,2003-01-01,Masaya Games,,
dbpedia_10272,Aqua Teen Hunger Force Zombie Ninja Pro-Am,2007-01-01,Creat Studios,PlayStation 2,
dbpedia_10273,Bejeweled 2,2010-01-01,PopCap Games,Xbox 360,Bejeweled (series)
dbpedia_10274,Perfect Weapon (video game),1997-01-01,Gray Matter (company),PlayStation,
dbpedia_10275,Tiger Woods PGA Tour 07,2006-01-01,EA Redwood Shores,Xbox,PGA Tour (video game series)
dbpedia_10276,Dark Seed (video game),1995-01-01,Cyberdreams,,
dbpedia_10277,Phoenix Wright: Ace Attorney – Justice for All,2006-01-01,Capcom Production Studio 4,Android,Ace Attorney
dbpedia_10278,Armored Core: Nexus,2004-01-01,FromSoftware,PlayStation 2,Armored Core
dbpedia_10279,Power Pete,1995-01-01,Pangea Software,macOS,
dbpedia_10280,Onimusha: Warlords,2003-01-01,Capcom,PlayStation 2,Onimusha
dbpedia_10281,Rayman Origins,2012-01-01,Ubisoft Casablanca,macOS,Rayman
dbpedia_10282,Worms (2007 video game),2009-01-01,Team17,PlayStation 3,Worms (series)
dbpedia_10283,Fantasy Zone II: The Tears of Opa-Opa,1987-01-01,M2 (game developer),Nintendo Entertainment System (NES),Fantasy Zone
dbpedia_10286,Oddworld: Stranger's Wrath,2022-01-01,Ouya,PlayStation 3,Oddworld
dbpedia_10287,Phoenix Wright: Ace Attorney – Trials and Tribulations,2012-01-01,Capcom Production Studio 4,Wii,Ace Attorney
dbpedia_10288,Onimusha: Warlords,2002-01-01,Capcom,Xbox,Onimusha
dbpedia_10290,Wizards of Waverly Place: Spellbound,2010-01-01,Sarbakan,Nintendo DS,
dbpedia_10292,Harry Potter and the Philosopher's Stone (video game),2001-01-01,Xbox (console),PlayStation 2,Harry Potter video games
dbpedia_10293,Shin Onigashima,2010-01-01,Nintendo R&D4,,
dbpedia_10294,Prison Architect,2016-01-01,Double Eleven (company),Linux / SteamOS,
dbpedia_10295,Pro Evolution Soccer 2010,2009-01-01,,iOS (iPhone),Pro Evolution Soccer
dbpedia_10296,Driver: San Francisco,2011-01-01,Ubisoft Reflections,Xbox 360,Driver (series)
dbpedia_10297,FIFA 12,2011-01-01,EA Canada,Windows PC,FIFA (video game series)
dbpedia_10299,Quarth,1989-01-01,Konami,,
dbpedia_10300,Hang-On,1985-01-01,Sega,Arcade Cabinet,
dbpedia_10302,Gremlins 2: The New Batch (video game),1990-01-01,Sunsoft,,
dbpedia_10303,Zoo Tycoon DS,2005-01-01,,Nintendo DS,Zoo Tycoon (series)
dbpedia_10305,The Final Fantasy Legend,2021-01-01,Square (video game company),Game Boy,SaGa
dbpedia_10307,Seastalker,1984-01-01,Infocom,,
dbpedia_10308,Lego The Lord of the Rings (video game),2013-01-01,TT Fusion,PlayStation Vita,
dbpedia_10310,Dennis the Menace (video game),1993-01-01,Ocean Software,,Dennis the Menace (U.S.)
dbpedia_10311,4 Nin Uchi Mahjong,1984-01-01,Hudson Soft,Nintendo Entertainment System (NES),
dbpedia_10313,Little Big Adventure,2014-01-01,Adeline Software International,PlayStation,
dbpedia_10314,Mega Man 10,2010-01-01,Capcom,Xbox 360,Mega Man (original series)
dbpedia_10315,List of Monster Jam video games,2014-01-01,Team6 Game Studios,PlayStation Portable (PSP),Monster Jam
dbpedia_10316,Quarth,2014-01-01,Konami,,
dbpedia_10317,Donkey Kong (video game),2002-01-01,Nintendo Research & Development 1,,Donkey Kong
dbpedia_10318,SkyDrift,2011-01-01,Digital Reality,PlayStation 3,
dbpedia_10319,Anno 1800,2019-01-01,Blue Byte,Windows PC,Anno (series)
dbpedia_10320,Earthworm Jim (video game),1995-01-01,Rainbow Arts,Sega Master System,Earthworm Jim
dbpedia_10321,Lego Star Wars III: The Clone Wars,2011-01-01,TT Fusion,Nintendo 3DS,Lego Star Wars (video game series)
dbpedia_10322,Dance Dance Revolution: Mario Mix,2005-01-01,,Nintendo GameCube,Mario (franchise)
dbpedia_10323,List of Monster Jam video games,2002-01-01,Torus Games,Nintendo GameCube,Monster Jam
dbpedia_10324,List of Monster Jam video games,2020-01-01,Inland Productions,Xbox One,Monster Jam
dbpedia_10325,List of Fire Pro Wrestling games,1992-01-01,Human Entertainment,Game Boy Advance,Fire Pro Wrestling
dbpedia_10326,Tales of Graces,2010-01-01,Namco Tales Studio,PlayStation 3,Tales (video game series)
dbpedia_10327,Uno (video game),2009-01-01,Carbonated Games,Xbox 360,Uno (card game)
dbpedia_10328,Crash: Mind over Mutant,2008-01-01,Tose (company),Nintendo DS,Crash Bandicoot
dbpedia_10329,Myst,1993-01-01,Sunsoft,Xbox Series X,Myst (series)
dbpedia_10330,Lego Star Wars: The Complete Saga,2015-01-01,TT Fusion,Nintendo DS,Lego Star Wars (video game series)
dbpedia_10331,Michael Jackson: The Experience,2011-01-01,PlayStation 3,PlayStation 3,
dbpedia_10332,Final Fight (video game),1992-01-01,,,Final Fight
dbpedia_10333,Ticket to Ride (video game),2012-01-01,Next Level Games,Android,
dbpedia_10334,Robowarrior,1987-01-01,Aicom,,
dbpedia_10335,Monster Bass,2000-01-01,Magical Company,PlayStation,
dbpedia_10336,Defender of the Crown,1986-01-01,Cinemaware,Atari Jaguar,
dbpedia_10337,RPG Maker VX,2007-01-01,Enterbrain,Windows PC,RPG Maker (series)
dbpedia_10338,Driver: Parallel Lines,2007-01-01,Ubisoft Reflections,PlayStation 2,Driver (video game series)
dbpedia_10339,Revolution X,1994-01-01,Midway Games,Super Nintendo (SNES),
dbpedia_10341,Tex Murphy: Overseer,1998-01-01,Access Software,Windows PC,Tex Murphy
dbpedia_10342,Hidden & Dangerous,2001-01-01,Tarantula Studios,PlayStation,
dbpedia_10343,Road Blaster,2011-01-01,Namco Tales Studio,,
dbpedia_10344,Life Is Strange (video game),2015-01-01,Dontnod Entertainment,Google Stadia,Life Is Strange
dbpedia_10345,Oddworld: Stranger's Wrath,2014-01-01,BlackBerry,Xbox,Oddworld
dbpedia_10346,U.S. Championship V'Ball,1989-01-01,Technōs Japan,,
dbpedia_10348,Forza Motorsport 4,2011-01-01,Turn 10 Studios,Xbox 360,Forza
dbpedia_10349,Resident Evil: The Darkside Chronicles,2012-01-01,Cavia (company),PlayStation 3,Resident Evil
dbpedia_10350,Brooktown High,2007-01-01,Backbone Entertainment,PlayStation Portable (PSP),
dbpedia_10352,Cocoto Platform Jumper,2009-01-01,Neko Entertainment,Nintendo GameCube,
dbpedia_10355,VVVVVV,2011-01-01,Terry Cavanagh (developer),Android,
dbpedia_10356,Tetris (Electronic Arts),2011-01-01,EA Mobile,PlayStation 3,Tetris
dbpedia_10357,Dying Light,2022-01-01,Techland,Xbox One,
dbpedia_10358,Sol Trigger,2012-01-01,Imageepoch,PlayStation Portable (PSP),
dbpedia_10359,Oddworld: Stranger's Wrath,2014-01-01,Android (operating system),iOS (iPhone),Oddworld
dbpedia_10360,Graveyard Keeper,2019-01-01,Lazy Bear Games,Xbox One,
dbpedia_10361,Skulls of the Shogun,2013-01-01,17-Bit,Xbox 360,
dbpedia_10362,Contrast (video game),2013-01-01,Compulsion Games,Xbox One,
dbpedia_10363,Sega Soccer Slam,2002-01-01,EA Black Box,Nintendo GameCube,
dbpedia_10365,List of Monster Jam video games,2019-01-01,Ubi Soft Barcelona,PlayStation 3,Monster Jam
dbpedia_10366,EA Sports Active,2009-01-01,EA Canada,Wii,
dbpedia_10367,Oddworld: Stranger's Wrath,2014-01-01,BlackBerry,Android,Oddworld
dbpedia_10369,Robotics;Notes,2014-01-01,5pb.,Windows PC,Science Adventure
dbpedia_10370,Birthright: The Gorgon's Alliance,1997-01-01,Synergistic Software,Windows PC,Birthright (campaign setting)
dbpedia_10371,Murder on the Eurasia Express,1998-01-01,System Sacom,PlayStation,
dbpedia_10372,Blackguards 2,2022-01-01,Daedalic Entertainment,Xbox One,The Dark Eye
dbpedia_10373,List of Monster Jam video games,2007-01-01,Rainbow Studios,Wii,Monster Jam
dbpedia_10375,Lord Monarch,1992-01-01,Nihon Falcom,Sega Genesis / Mega Drive,Dragon Slayer (series)
dbpedia_10376,Toy Story Mania! (video game),2009-01-01,Papaya Studio,iOS (iPhone),Toy Story (franchise)
dbpedia_10377,Tomoyo After: It's a Wonderful Life,2008-01-01,Key (company),PlayStation Portable (PSP),Clannad (video game)
dbpedia_10379,SteamWorld Dig 2,2017-01-01,Image & Form,Nintendo 3DS,SteamWorld
dbpedia_10380,Machinarium,2018-01-01,Amanita Design,PlayStation Vita,
dbpedia_10381,Cho Aniki,2003-01-01,Psikyo,Super Nintendo (SNES),
dbpedia_10382,Tron 2.0,2004-01-01,Lavastorm Analytics,macOS,Tron (franchise)
dbpedia_10384,"Sir, You Are Being Hunted",2014-01-01,Big Robot,Linux / SteamOS,
dbpedia_10385,Unmechanical,2015-01-01,Grip Games,iOS (iPhone),
dbpedia_10386,Ark: Survival Evolved,2018-01-01,Studio Wildcard,Xbox One,
dbpedia_10387,Mary Skelter: Nightmares,2016-01-01,Compile Heart,Windows PC,
dbpedia_10389,Airline Tycoon,2001-01-01,Spellbound Entertainment,Windows PC,
dbpedia_10390,The Legend of Zelda LCD games,1989-01-01,Nintendo Research & Development 1,,The Legend of Zelda
dbpedia_10391,Grand Theft Auto Online,2022-01-01,Rockstar North,Xbox One,Grand Theft Auto
dbpedia_10392,Apollo Justice: Ace Attorney,2007-01-01,Capcom,Nintendo 3DS,Ace Attorney
dbpedia_10393,2006 FIFA World Cup (video game),2006-01-01,EA Canada,Nintendo GameCube,FIFA World Cup video games
dbpedia_10395,Loopers,2023-01-01,Key (company),PlayStation 4,
dbpedia_10396,Air Conflicts: Vietnam,2013-01-01,,PlayStation 3,Air Conflicts
dbpedia_10397,Fear Effect Sedna,2018-01-01,,Xbox One,Fear Effect
dbpedia_10398,Race Driver: Grid,2008-01-01,,Xbox 360,Grid (series)
dbpedia_10399,White Knight Chronicles II,2010-01-01,Japan Studio,PlayStation 3,
dbpedia_10400,Half-Life: Alyx,2020-01-01,Valve Corporation,Windows PC,Half-Life (series)
dbpedia_10401,SSX (2012 video game),2012-01-01,EA Canada,PlayStation 3,SSX (series)
dbpedia_10402,Abuse (video game),2009-01-01,Exakt Entertainment,,
dbpedia_10403,ESPN International Winter Sports 2002,2002-01-01,Konami,PlayStation 2,
dbpedia_10404,List of Saiyuki video games,2004-01-01,Enix,PlayStation,
dbpedia_10405,The Bard's Tale (1985 video game),,Krome Studios,Nintendo Entertainment System (NES),The Bard's Tale
dbpedia_10406,Nintendo World Cup,1992-01-01,Technōs Japan,Sega Genesis / Mega Drive,
dbpedia_10407,Another World (video game),2013-01-01,Interplay Entertainment,Nintendo 3DS,
dbpedia_10409,Sonic Colors,2010-01-01,Sonic Team,Nintendo DS,Sonic the Hedgehog
dbpedia_10410,Shank 2,2012-01-01,Klei Entertainment,Xbox 360,
dbpedia_10411,G-Force (video game),2009-01-01,Eurocom,iOS (iPhone),
dbpedia_10412,The Grinch (video game),2000-01-01,Behaviour Interactive,PlayStation,
dbpedia_10413,List of Monster Jam video games,2010-01-01,Ubi Soft Barcelona,PlayStation 4,Monster Jam
dbpedia_10414,Bit.Trip Core,2012-01-01,Gaijin Games,Nintendo Switch,Bit.Trip
dbpedia_10415,Guilty Gear X2 updated versions,2013-01-01,Arc System Works,Nintendo Switch,Guilty Gear
dbpedia_10418,Oddworld: Stranger's Wrath,2020-01-01,PlayStation 3,,Oddworld
dbpedia_10419,QuackShot,1991-01-01,Sega,Sega Saturn,
dbpedia_10420,Mortal Kombat Trilogy,2022-01-01,Avalanche Software,,Mortal Kombat
dbpedia_10421,S.T.U.N. Runner,1989-01-01,Atari Games,,
dbpedia_10422,Mega Man 10,2018-01-01,Capcom,PlayStation 3,Mega Man (original series)
dbpedia_10423,Alan Wake,2022-01-01,Remedy Entertainment,Xbox One,
dbpedia_10425,The Legend of Zelda LCD games,1989-01-01,Nintendo,,The Legend of Zelda
dbpedia_10426,Microsoft Train Simulator 2,,Aces Game Studio,,Microsoft Train Simulator
dbpedia_10427,Vampire Rain,2007-01-01,Artoon,Xbox 360,
