wiki_ref,title,launch_yr,studio,system,franchise
dbpedia_9076,Renegade III: The Final Chapter,,Imagine Software,ZX Spectrum,Kunio-kun
dbpedia_9077,Ashes Cricket 2009,2009-01-01,Wii,Wii,
dbpedia_9078,James Bond 007: Nightfire,2002-01-01,Gearbox Software,PS2,James Bond in video games
dbpedia_9079,Volfied,1989-01-01,Taito,Atari ST,
dbpedia_9080,Michael Jackson: The Experience,2011-01-01,Ubisoft Sao Paulo,IPad 2,
dbpedia_9081,Um Jammer Lammy,2008-01-01,NanaOn-Sha,Arcade game,
dbpedia_9082,Super Mario Kart,1992-01-01,Nintendo Entertainment Analysis & Development,Super Nintendo,Mario Kart
dbpedia_9083,Mario & Sonic at the Rio 2016 Olympic Games,2016-01-01,Spike Chunsoft,3DS,Mario (franchise)
dbpedia_9085,List of Monster Jam video games,2008-01-01,Ubi Soft Barcelona,Wii,Monster Jam
dbpedia_9087,Lego Marvel Super Heroes,2013-01-01,TT Fusion,PlayStation Vita,
dbpedia_9089,Critter Round-Up,2008-01-01,Konami,Wii,
dbpedia_9090,Disney's Chicken Little: Ace in Action,2006-01-01,DC Studios (video game developer),PS2,
dbpedia_9091,Five Nights at Freddy's: Help Wanted,2019-01-01,,Oculus Quest,Five Nights at Freddy's
dbpedia_9093,Brave Tank Hero,2015-01-01,Arc System Works,3DS,
dbpedia_9094,Amnesia: The Dark Descent,2021-01-01,Frictional Games,Switch,
dbpedia_9095,Ghostbusters: The Video Game,2009-01-01,Saber Interactive,Wii,Ghostbusters (franchise)
dbpedia_9096,Phantasy Star Collection,1998-01-01,Sega,Game Boy Advance,Phantasy Star
dbpedia_9097,List of Monster Jam video games,2008-01-01,Virtuos,Xbox One,Monster Jam
dbpedia_9098,MotoGP: Ultimate Racing Technology 3,2005-01-01,Black Rock Studio,Mobile phone,
dbpedia_9100,Tom Clancy's Rainbow Six 3: Raven Shield,2003-01-01,Ubi Soft Milan,GameCube,Tom Clancy's Rainbow Six
dbpedia_9101,Cartoon Network: Punch Time Explosion,2011-01-01,Papaya Studio,PS3,
dbpedia_9102,Transformers: Revenge of the Fallen (video game),2009-01-01,Luxoflux,Xbox 360,
dbpedia_9103,Brawl Stars,2017-01-01,Supercell (video game company),Android (operating system),
dbpedia_9104,Tropico 5,2016-01-01,Haemimont Games,Microsoft Windows,Tropico (video game)
dbpedia_9105,NBA Showdown (video game),1994-01-01,Electronic Arts,Sega Mega Drive,NBA Live (video game series)
dbpedia_9106,NBA 2K17,2016-01-01,Visual Concepts,Xbox 360,NBA 2K
dbpedia_9108,Eschatos,2011-01-01,Qute Corporation,PS4,
dbpedia_9109,Assassin's Creed Rogue,2019-01-01,Ubisoft Sofia,Xbox 360,Assassin's Creed
dbpedia_9110,WRC FIA World Rally Championship,2014-01-01,Milestone srl,Microsoft Windows,World Rally Championship (video game series)
dbpedia_9111,2006 FIFA World Cup (video game),2006-01-01,Exient Entertainment,GameCube,FIFA World Cup video games
dbpedia_9112,Euro Truck Simulator,2008-01-01,SCS Software,Microsoft Windows,Truck Simulator
dbpedia_9113,The Book of Unwritten Tales 2,2016-01-01,The Adventure Company,OS X,
dbpedia_9114,Sherlock Holmes: The Case of the Silver Earring,2004-01-01,Frogwares,Wii,Sherlock Holmes (video game series)
dbpedia_9115,Might and Magic II: Gates to Another World,,New World Computing,DOS,Might and Magic
dbpedia_9116,Jungle Rumble,2014-01-01,Disco Pixel,IOS,
dbpedia_9117,1001 Spikes,2014-01-01,Nicalis,Xbox One,
dbpedia_9119,Dynasty Warriors 8,2013-01-01,Omega Force,PS4,Dynasty Warriors
dbpedia_9120,Spectral Souls: Resurrection of the Ethereal Empires,2011-01-01,Idea Factory,Windows Phone 8,
dbpedia_9121,Snatcher (video game),1988-01-01,Konami,Sega Saturn,
dbpedia_9122,Lode Runner,1984-01-01,Irem,Arcade video game,
dbpedia_9123,Madden NFL 09,2008-01-01,EA Tiburon,Mobile phone,Madden NFL
dbpedia_9124,Earthworm Jim (video game),1994-01-01,Game Titan,Sega Genesis,Earthworm Jim
dbpedia_9125,Oddworld: Stranger's Wrath,2005-01-01,Android (operating system),PlayStation Vita,Oddworld
dbpedia_9126,Final Fantasy Adventure,1991-01-01,Square (video game company),I-mode,Mana (series)
dbpedia_9127,SNK vs. Capcom: The Match of the Millennium,1999-01-01,SNK,Neo Geo Pocket Color,
dbpedia_9128,List of Monster Jam video games,2019-01-01,Virtuos,Xbox 360,Monster Jam
dbpedia_9129,Trine (video game),2014-01-01,Frozenbyte,PS4,
dbpedia_9131,NFL Tour,2008-01-01,EA Tiburon,Xbox 360,
dbpedia_9133,Rayman Origins,2012-01-01,Ubisoft Paris,3DS,Rayman
dbpedia_9134,Surf's Up (video game),2007-01-01,Ubisoft Quebec,Wii,
dbpedia_9136,PokéPark Wii: Pikachu's Adventure,2009-01-01,Creatures Inc.,Wii,Pokémon (video game series)
dbpedia_9137,MX vs. ATV Supercross,2014-01-01,Rainbow Studios,PS4,MX vs. ATV
dbpedia_9138,Snatcher (video game),1988-01-01,Konami,MSX,
dbpedia_9139,The Legend of Spyro: The Eternal Night,2007-01-01,Krome Studios,Wii,The Legend of Spyro
dbpedia_9140,Ace Combat Xi: Skies of Incursion,2009-01-01,Namco Bandai Games,IOS,Ace Combat
dbpedia_9141,Sonic Rivals,2006-01-01,Sonic Team USA,PlayStation Portable,Sonic the Hedgehog
dbpedia_9142,Race Drivin',1992-01-01,Atari Games,Arcade game,
dbpedia_9143,Galaga,,Namco,MSX,List of Galaxian video games
dbpedia_9144,Need for Speed: Shift,2009-01-01,EA Bright Light,Microsoft Windows,Need for Speed
dbpedia_9145,XCOM 2,2016-01-01,Firaxis Games,Linux,XCOM
dbpedia_9146,BloodRayne: Betrayal,2021-01-01,WayForward Technologies,PlayStation 5,BloodRayne
dbpedia_9147,Quake III Arena,2001-01-01,Id Software,Classic Mac OS,Quake (series)
dbpedia_9148,Gain Ground,1988-01-01,Sanritsu Denki,TurboGrafx-CD,
dbpedia_9149,The Legend of Zelda: Ocarina of Time,2003-01-01,Nintendo EAD,IQue Player,The Legend of Zelda
dbpedia_9150,Mario Bros.,1987-01-01,Intelligent Systems,,Mario (franchise)
dbpedia_9151,Touhou Spell Bubble,2020-01-01,Taito,Switch,Touhou Project
dbpedia_9152,M.C. Kids,1993-01-01,Visual Concepts,Commodore 64,
dbpedia_9153,Tiger Woods PGA Tour 2003,2002-01-01,EA Redwood Shores,PS2,PGA Tour (video game series)
dbpedia_9154,Lichdom: Battlemage,2016-01-01,Bigmoon Entertainment,Xbox One,
dbpedia_9155,Another World (video game),2011-01-01,Delphine Software International,Wii U,
dbpedia_9156,Angry Birds Rio,,Rovio Entertainment,Microsoft Windows,Angry Birds
dbpedia_9157,Kill Switch (video game),2004-01-01,Namco,Microsoft Windows,
dbpedia_9158,Ecco Jr.,2010-01-01,Appaloosa Interactive,Steam (service),Ecco the Dolphin (series)
dbpedia_9159,Law & Order: Double or Nothing,2003-01-01,Legacy Interactive,Microsoft Windows,
dbpedia_9160,Magnetica,2008-01-01,Mitchell Corporation,DS,
dbpedia_9161,Shadowrun (1993 video game),1994-01-01,Krome Studios Melbourne,Super Nintendo,Shadowrun
dbpedia_9162,Sugoi Hebereke,1994-01-01,Sunsoft,Super Nintendo,Hebereke (series)
dbpedia_9163,Uno (video game),2009-01-01,Nintendo Switch,WiiWare,Uno (card game)
dbpedia_9164,Transformers: Revenge of the Fallen (video game),2009-01-01,Beenox,Xbox 360,
dbpedia_9166,Gradius II,1988-01-01,Konami,Mobile phone,Gradius
dbpedia_9168,Risk (video game),2015-01-01,Runecraft,Microsoft Windows,
dbpedia_9169,Shadow Warrior (1997 video game),1997-01-01,3D Realms,Mac OS,Shadow Warrior
dbpedia_9170,Root Letter,2016-01-01,Kadokawa Games,Android (operating system),
dbpedia_9171,Operation Thunderbolt (video game),1988-01-01,Taito,Atari ST,
dbpedia_9172,Big Brain Academy: Wii Degree,2007-01-01,Nintendo Entertainment Analysis and Development,Wii,Big Brain Academy
dbpedia_9173,List of Monster Jam video games,2021-01-01,Rainbow Studios,Wii,Monster Jam
dbpedia_9174,List of Monster Jam video games,2019-01-01,Ubi Soft Barcelona,Switch,Monster Jam
dbpedia_9175,Dragon's Dogma,2012-01-01,Capcom,PS4,
dbpedia_9176,One Piece: Pirate Warriors 3,2015-01-01,Omega Force,Microsoft Windows,One Piece: Pirate Warriors (series)
dbpedia_9177,Tron 2.0,2003-01-01,Lavastorm Analytics,Game Boy Advance,Tron (franchise)
dbpedia_9178,Robo-Squash,1991-01-01,NuFX,Atari Lynx,
dbpedia_9179,Renegade Ops,2011-01-01,Avalanche Studios,PS3,
dbpedia_9180,Dead or Alive Xtreme 3,2016-01-01,Team Ninja,PS4,Dead or Alive (franchise)
dbpedia_9181,The Hitchhiker's Guide to the Galaxy (video game),1985-01-01,Infocom,Adobe Flash,
dbpedia_9182,Tom Clancy's Rainbow Six: Vegas,2007-01-01,Ubisoft Quebec,Microsoft Windows,Tom Clancy's Rainbow Six
dbpedia_9183,Endless Space 2,2017-01-01,Amplitude Studios,Microsoft Windows,
dbpedia_9184,Oddworld: Stranger's Wrath,2014-01-01,Oddworld Inhabitants,PS4,Oddworld
dbpedia_9185,List of Saiyuki video games,2002-01-01,Enix,Microsoft Windows 2000,
dbpedia_9186,Oddworld: Stranger's Wrath,2011-01-01,BlackBerry,Android (operating system),Oddworld
dbpedia_9187,Street Fighter III: 3rd Strike,2011-01-01,Capcom,PS3,Street Fighter
dbpedia_9188,SimEarth,2009-01-01,Maxis,Microsoft Windows,List of Sim video games
dbpedia_9189,International Cricket Captain,2011-01-01,Empire Interactive,Personal computer,
dbpedia_9190,Cool Boarders 2,1997-01-01,UEP Systems,PS3,Cool Boarders
dbpedia_9191,Little Busters!,2007-01-01,Key (company),PS2,
dbpedia_9193,Tecmo Bowl Throwback,2010-01-01,Koei Tecmo,PS3,
dbpedia_9195,Castlevania: Lords of Shadow – Mirror of Fate,2013-01-01,MercurySteam,PS3,Castlevania
dbpedia_9196,Crusader Kings II: Holy Fury,2018-01-01,Paradox Development Studio,MacOS,
dbpedia_9198,Final Fantasy IV,2009-01-01,Square (video game company),Game Boy Advance,Final Fantasy
dbpedia_9199,New Super Luigi U,2013-01-01,Nintendo EAD,,List of Luigi video games
dbpedia_9200,Just Dance 2018,2017-01-01,Ubisoft Shanghai,PS4,Just Dance (video game series)
dbpedia_9201,Super Slam Dunk,1993-01-01,Park Place Productions,Super Nintendo,
dbpedia_9202,Brain Challenge,2007-01-01,Gameloft,PlayStation Portable,
dbpedia_9203,Universal Combat,2004-01-01,Derek Smart,Microsoft Windows,
dbpedia_9204,The Simpsons: Road Rage,2001-01-01,Radical Entertainment,PS2,List of The Simpsons video games
dbpedia_9206,2002 FIFA World Cup (video game),2002-01-01,Software Creations (UK),Microsoft Windows,FIFA World Cup video games
dbpedia_9208,Steins;Gate Elite,2019-01-01,5pb.,PS4,Science Adventure
dbpedia_9209,List of Fire Pro Wrestling games,1989-01-01,Human Entertainment,WonderSwan,Fire Pro Wrestling
dbpedia_9210,Naruto: Ultimate Ninja,2011-01-01,CyberConnect2,Android (operating system),
dbpedia_9211,Phoenix Wright: Ace Attorney – Justice for All,2006-01-01,Capcom Production Studio 4,Xbox One,Ace Attorney
dbpedia_9212,Michael Jackson: The Experience,2011-01-01,PlayStation Portable,IPad,
dbpedia_9213,Daisenryaku,2001-01-01,SystemSoft Alpha,DS,
dbpedia_9214,World Championship Rugby,2004-01-01,Swordfish Studios,PS2,
dbpedia_9215,Lunar: Eternal Blue,1999-01-01,Game Arts,Sega Saturn,Lunar (series)
dbpedia_9216,Machinarium,2011-01-01,Amanita Design,BlackBerry PlayBook,
dbpedia_9217,List of Fire Pro Wrestling games,1999-01-01,Spike Chunsoft,Dreamcast,Fire Pro Wrestling
dbpedia_9218,Donkey Kong 3,1983-01-01,Nintendo Research & Development 1,Game & Watch,Donkey Kong
dbpedia_9219,James Bond 007: Nightfire,2002-01-01,Xbox (console),MacOS,James Bond in video games
dbpedia_9220,Kirby: Canvas Curse,2005-01-01,HAL Laboratory,DS,Kirby (series)
dbpedia_9221,Atlantis The Lost Empire: Trial by Fire,2001-01-01,Zombie Studios,Microsoft Windows,
dbpedia_9223,Olympic Soccer,1996-01-01,Silicon Dreams Studio,3DO Interactive Multiplayer,
dbpedia_9224,Mutant Mudds,2012-01-01,Renegade Kid,PS3,
dbpedia_9225,Tank Troopers,2016-01-01,Nintendo EPD,3DS,
dbpedia_9226,Micro Machines (video game),2002-01-01,Gremlin Interactive,Amiga,Micro Machines (video game series)
dbpedia_9227,Worms (2007 video game),2007-01-01,Team17,PS3,Worms (series)
dbpedia_9228,Blokus Portable: Steambot Championship,2006-01-01,,PlayStation Portable,Steambot Chronicles
dbpedia_9229,X-Men: The Official Game,2006-01-01,Xbox (console),Game Boy Advance,
dbpedia_9230,X-Men: Mutant Academy 2,2001-01-01,Paradox Development,Playstation,
dbpedia_9231,Tokimeki Memorial (video game),1994-01-01,Konami,Playstation,Tokimeki Memorial
dbpedia_9232,UEFA Euro 2004 (video game),2004-01-01,EA Canada,PS2,UEFA European Championship video games
dbpedia_9233,NBA Jam (1993 video game),1994-01-01,Iguana Entertainment,Sega Genesis,NBA Jam (series)
dbpedia_9234,Oddworld: Stranger's Wrath,2011-01-01,Android (operating system),Android (operating system),Oddworld
dbpedia_9235,Zoo Tycoon 2,2004-01-01,MacSoft,Microsoft Windows,Zoo Tycoon (series)
dbpedia_9236,Phoenix Wright: Ace Attorney Trilogy,2019-01-01,Capcom,Switch,Ace Attorney
dbpedia_9237,Imperia Online,2005-01-01,Imperia Online Ltd,SteamOS,
dbpedia_9238,Old World (video game),2022-01-01,Mohawk Games,Linux,
dbpedia_9239,Brunswick Pro Bowling,2010-01-01,PlayStation 2,Wii U,
dbpedia_9240,Umihara Kawase,2019-01-01,Suzak Inc.,3DS,
dbpedia_9241,Michael Jackson: The Experience,2012-01-01,Ubisoft Shanghai,Xbox 360,
dbpedia_9242,Pu·Li·Ru·La,2005-01-01,Taito,FM Towns Marty,
dbpedia_9243,WWE SmackDown vs. Raw 2009,2008-01-01,Tose (company),PlayStation Portable,WWE 2K
dbpedia_9244,Angry Birds Trilogy,2012-01-01,Rovio Entertainment,3DS,Angry Birds
dbpedia_9245,Asphalt: Urban GT 2,2006-01-01,,N-Gage (device),Asphalt (series)
dbpedia_9247,Another World (video game),2013-01-01,Delphine Software International,PS3,
dbpedia_9248,PowerSlave,1996-01-01,Throwback Entertainment,MS-DOS,
dbpedia_9249,Another World (video game),2014-01-01,Delphine Software International,Wii U,
dbpedia_9250,MechAssault 2: Lone Wolf,2004-01-01,Day 1 Studios,Xbox,BattleTech
dbpedia_9252,Steins;Gate: Linear Bounded Phenogram,2014-01-01,5pb.,PlayStation Vita,Science Adventure
dbpedia_9253,Lemmings (video game),1991-01-01,3DO Interactive Multiplayer,Game Boy,
dbpedia_9254,Prototype 2,2012-01-01,Radical Entertainment,PS3,
dbpedia_9255,Enchanter (video game),1983-01-01,Infocom,CP/M,
dbpedia_9257,Mercs,2009-01-01,Capcom,Mega Drive/Genesis,
dbpedia_9258,Quake (video game),1996-01-01,Id Software,AmigaOS,Quake (series)
dbpedia_9259,The Lego Movie Videogame,2014-01-01,TT Fusion,Xbox One,The Lego Movie (franchise)
dbpedia_9260,List of Monster Jam video games,2007-01-01,Rainbow Studios,IOS,Monster Jam
dbpedia_9261,Donkey Kong (video game),1983-01-01,Nintendo Research & Development 1,Coleco,Donkey Kong
dbpedia_9263,Monster Force (video game),2002-01-01,Digital Eclipse,Game Boy Advance,
dbpedia_9264,Dream Chronicles (video game),2007-01-01,,Xbox 360,Dream Chronicles (series)
dbpedia_9265,Beyond Zork,1987-01-01,Infocom,Macintosh,
dbpedia_9266,ESPN Baseball Tonight,1994-01-01,Stormfront Studios,Sega Genesis,
dbpedia_9267,Arcania: Gothic 4,2010-01-01,Black Forest Games,Microsoft Windows,Gothic (series)
dbpedia_9268,Cabela's Big Game Hunter 2012,2011-01-01,Cauldron (video game company),Xbox 360,Cabela's
dbpedia_9269,The Revenge of Shinobi (1989 video game),1989-01-01,Sega,Sega Genesis,Shinobi (series)
dbpedia_9270,Might & Magic: Clash of Heroes,2011-01-01,Tag Games,Xbox 360,Might and Magic
dbpedia_9271,Sonic the Hedgehog 4: Episode I,2010-01-01,,Windows Phone,Sonic the Hedgehog
dbpedia_9273,Cannon Fodder (video game),,Sensible Software,MS-DOS,Cannon Fodder (series)
dbpedia_9274,List of Fire Pro Wrestling games,1996-01-01,Spike Chunsoft,WonderSwan,Fire Pro Wrestling
dbpedia_9275,The House of the Dead: Overkill,2009-01-01,Headstrong Games,Wii,The House of the Dead
dbpedia_9276,Free Realms,2011-01-01,Daybreak Game Company,PS3,
dbpedia_9277,Runner3,2018-01-01,Choice Provisions,MacOS,Bit.Trip
dbpedia_9278,Panzer Front,1999-01-01,Enterbrain,Playstation,
dbpedia_9279,Breaking Bad: Criminal Elements,,FTX Games,Android (operating system),Breaking Bad
dbpedia_9280,Warriors Orochi 3,2013-01-01,Omega Force,PS4,Samurai Warriors
dbpedia_9281,Balloon Fight,2004-01-01,HAL Laboratory,Game Boy Advance,
dbpedia_9282,Nobunaga's Ambition (video game),2010-01-01,Koei,NEC PC-8801,Nobunaga's Ambition
dbpedia_9283,Cities: Skylines,2017-01-01,Colossal Order (company),Switch,
dbpedia_9284,Warriors Orochi 3,2017-01-01,Omega Force,Switch,Samurai Warriors
dbpedia_9285,World Championship Poker,2004-01-01,Coresoft,Wii,
dbpedia_9286,List of Saiyuki video games,2003-01-01,Enix,Microsoft Windows 2000,
dbpedia_9287,List of Monster Jam video games,2016-01-01,Virtuos,Xbox One,Monster Jam
dbpedia_9288,Little Busters!,2012-01-01,Key (company),PlayStation Portable,
dbpedia_9289,Battle Arena Toshinden 2,1996-01-01,Kinesoft,Playstation,
dbpedia_9290,Armored Warfare,2018-01-01,My.com,Microsoft Windows,
dbpedia_9291,Higurashi Daybreak,2007-01-01,Twilight Frontier,PlayStation Portable,
dbpedia_9293,The Walking Dead: Season Two,2014-01-01,Telltale Games,PS3,The Walking Dead (video game series)
dbpedia_9294,What Remains of Edith Finch,2019-01-01,Giant Sparrow,PS4,
dbpedia_9295,Bomberman (1983 video game),1985-01-01,Hudson Soft,PC-8800 series,Bomberman
dbpedia_9296,Space Harrier II,1988-01-01,Sega,Commodore 64,
dbpedia_9297,X-Men: The Official Game,2006-01-01,Beenox,Xbox 360,
dbpedia_9298,List of Monster Jam video games,2015-01-01,Ubi Soft Barcelona,Microsoft Windows,Monster Jam
dbpedia_9300,Valis III,1990-01-01,Telenet Japan,Sega Genesis,Valis (video game series)
dbpedia_9301,Modern Combat 4: Zero Hour,2012-01-01,Gameloft,Android (operating system),Modern Combat (series)
dbpedia_9302,Quake (video game),2021-01-01,Nightdive Studios,Sega Saturn,Quake (series)
dbpedia_9303,Driver (video game),1999-01-01,Crawfish Interactive,Macintosh,Driver (series)
dbpedia_9304,Telling Lies (video game),2020-01-01,Sam Barlow (game designer),Xbox One,
dbpedia_9305,Quake III Arena,1999-01-01,Id Software,Mac OS X,Quake (series)
dbpedia_9307,Michael Jackson: The Experience,2012-01-01,PlayStation Portable,IPhone,
dbpedia_9308,Kanon (video game),2006-01-01,Key (company),Freedom of Mobile Multimedia Access,
dbpedia_9310,Medal of Honor: Heroes 2,2007-01-01,EA Los Angeles,Wii,Medal of Honor (video game series)
dbpedia_9311,Bratz (video game),2003-01-01,DC Studios (video game developer),Game Boy Advance,
dbpedia_9312,Mortal Kombat II,1994-01-01,Sculptured Software,Master System,Mortal Kombat
dbpedia_9313,Assassin's Creed Rogue,2014-01-01,Ubisoft Sofia,Microsoft Windows,Assassin's Creed
dbpedia_9314,Jotun (video game),2018-01-01,Thunder Lotus Games,Linux,
dbpedia_9315,Pokémon Stadium,1999-01-01,HAL Laboratory,Nintendo 64,Pokémon
dbpedia_9316,Shrek Forever After (video game),2010-01-01,Xbox 360,DS,Shrek video games
dbpedia_9317,G.I. Joe: Operation Blackout,2020-01-01,IguanaBee,PS4,List of G.I. Joe video games
dbpedia_9318,Asphalt Xtreme,2016-01-01,,Windows 10 Mobile,Asphalt (series)
dbpedia_9319,Worms World Party,2001-01-01,Team17,Game Boy Advance,Worms (series)
dbpedia_9320,Race Drivin',1991-01-01,Atari Games,Sega Saturn,
dbpedia_9321,Front Line (video game),1982-01-01,Taito,Sharp X1,
dbpedia_9322,Assassin's Creed: Altaïr's Chronicles,2010-01-01,Gameloft,Symbian,Assassin's Creed
dbpedia_9323,Outland (video game),2011-01-01,Housemarque,PS3,
dbpedia_9324,Side Pocket 3,1998-01-01,Data East,Sega Saturn,
dbpedia_9326,Ultima VII: The Black Gate,1992-01-01,Origin Systems,MS-DOS,Ultima (series)
dbpedia_9327,WALL-E (video game),2008-01-01,Heavy Iron Studios,PlayStation Portable,
dbpedia_9328,God of War video game collections,2011-01-01,Santa Monica Studio,PlayStation Vita,God of War (franchise)
dbpedia_9329,Uncharted: Drake's Fortune,2007-01-01,Naughty Dog,PS3,Uncharted
dbpedia_9330,Bloons TD 6,2018-01-01,Ninja Kiwi,Android (operating system),Bloons TD
dbpedia_9331,Final Fight (video game),1990-01-01,,Game Boy Advance,Final Fight
dbpedia_9333,Race Drivin',1990-01-01,Atari Games,SNintendo Entertainment System,
dbpedia_9334,Kanon (video game),2006-01-01,Key (company),Microsoft Windows,
dbpedia_9335,2010 FIFA World Cup South Africa (video game),2010-01-01,HB Studios,Xbox 360,FIFA World Cup video games
dbpedia_9336,Oddworld: Stranger's Wrath,2005-01-01,BlackBerry,OnLive,Oddworld
dbpedia_9337,List of Monster Jam video games,2019-01-01,Inland Productions,Wii,Monster Jam
dbpedia_9338,Monument Valley (video game),2014-01-01,Ustwo,Microsoft Windows,
dbpedia_9339,Another World (video game),2011-01-01,Interplay Entertainment,OS X,
dbpedia_9340,The Legend of Spyro: The Eternal Night,2007-01-01,Amaze Entertainment,DS,The Legend of Spyro
dbpedia_9341,Road Rash (1991 video game),,Probe Software,Amiga,Road Rash
dbpedia_9342,Baldur's Gate: Dark Alliance II,2004-01-01,Black Isle Studios,Xbox,Baldur's Gate (series)
dbpedia_9343,Deadline (video game),1982-01-01,Infocom,Amiga,
dbpedia_9344,Michael Jackson: The Experience,2015-01-01,Ubisoft Milan,PS3,
dbpedia_9345,Oddworld: Munch's Oddysee,2001-01-01,PlayStation 3,Xbox,Oddworld
dbpedia_9346,Oddworld: Stranger's Wrath,2014-01-01,Ouya,PlayStation Vita,Oddworld
dbpedia_9347,The Sims (video game),2000-01-01,Edge of Reality,MacOS,The Sims
dbpedia_9348,I Hate Running Backwards,2018-01-01,,Switch,Serious Sam
