Attribute_1,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,sales
sales_2071,Buzz Lightyear of Star Command,2000-01-01,Traveller's Tales,Activision,Playstation,54,5.3,E,0
sales_2072,NHL 16,2015-01-01,"EA Sports, EA Canada",Electronic Arts,PS4,78,5.5,E10+,0
sales_2073,Namco Museum,2002-01-01,Mass Media,Namco Bandai Games,GameCube,62,,E,0
sales_2074,Tony Hawk's Project 8,2006-01-01,Neversoft Entertainment,Activision,PS3,76,7.2,T,0
sales_2075,Ghostbusters: The Video Game,2009-01-01,Terminal Reality,Atari,Xbox 360,79,8.5,T,0
sales_2076,XCOM: Enemy Unknown,2012-01-01,Firaxis Games,Take-Two Interactive,Xbox 360,90,8.3,M,0
sales_2077,Tony Hawk's American Wasteland,2005-01-01,Neversoft Entertainment,Activision,Xbox,77,7.7,T,0
sales_2078,Wild ARMs 3,2002-01-01,"Media Vision, Contrail",Ubisoft,PS2,78,8.4,T,0
sales_2079,Madden NFL 07,2006-01-01,EA Tiburon,Electronic Arts,GameCube,82,9.2,E,0
sales_2080,Tiger Woods PGA Tour 2004,2003-01-01,EA Sports,Electronic Arts,Xbox,89,8.2,E,0
sales_2081,Tak 2: The Staff of Dreams,2004-01-01,Avalanche Software,THQ,PS2,71,8.0,E,0
sales_2082,Just Dance 3,2011-01-01,Ubisoft,Ubisoft,PS3,75,6.0,E10+,0
sales_2083,LEGO Pirates of the Caribbean: The Video Game,2011-01-01,Traveller's Tales,Disney Interactive Studios,3DS,71,7.3,E10+,0
sales_2084,Donkey Kong Barrel Blast,2007-01-01,Paon Corporation,Nintendo,Wii,46,6.8,E,0
sales_2085,Viewtiful Joe,2003-01-01,Clover Studio,Capcom,GameCube,93,8.3,T,0
sales_2086,The Urbz: Sims in the City,2004-01-01,Griptonite Games,Electronic Arts,Game Boy Advance,72,9.2,E,0
sales_2087,Guitar Hero: Metallica,2009-01-01,Neversoft Entertainment,Activision,PS3,86,8.0,T,0
sales_2088,Strike Force Bowling,2004-01-01,Lab Rats Games,Play It,PS2,48,6.8,E,0
sales_2089,Red Steel 2,2010-01-01,Ubisoft Paris,Ubisoft,Wii,80,8.6,T,0
sales_2090,XGRA: Extreme G-Racing Association,2004-01-01,Acclaim Studios Cheltenham,Eidos Interactive,PS2,68,8.6,T,0
sales_2091,Mafia III,2016-01-01,Hangar 13,Take-Two Interactive,XOne,67,4.6,M,0
sales_2092,Prince of Persia: The Forgotten Sands,2010-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,74,7.8,T,0
sales_2093,Warriors Orochi 3,2011-01-01,Omega Force,Ubisoft Annecy,PS3,70,7.9,T,0
sales_2094,DJ Hero 2,2010-01-01,FreeStyleGames,Activision,Wii,88,7.5,T,0
sales_2095,Tiger Woods PGA Tour 12: The Masters,2011-01-01,Electronic Arts,Electronic Arts,Xbox 360,80,6.1,E,0
sales_2096,Wall-E,2008-01-01,Heavy Iron Studios,THQ,Xbox 360,50,6.3,E,0
sales_2097,Harry Potter and the Half-Blood Prince,2009-01-01,EA Bright Light,Electronic Arts,DS,48,4.3,E,0
sales_2098,NieR,2010-01-01,Cavia Inc.,Square Enix,PS3,68,8.4,M,0
sales_2099,2014 FIFA World Cup Brazil,2014-01-01,EA Canada,Electronic Arts,PS3,73,4.3,E,0
sales_2100,NBA 2K9,2008-01-01,Visual Concepts,Take-Two Interactive,PS3,82,7.0,E,0
sales_2101,NFL Fever 2003,2002-01-01,Microsoft Game Studios,Microsoft Game Studios,Xbox,72,8.6,E,0
sales_2102,Samurai Warriors 2,2006-01-01,Omega Force,Tecmo Koei,PS2,58,8.8,T,0
sales_2103,Wet,2009-01-01,Artificial Mind and Movement,Bethesda Softworks,PS3,70,6.4,M,0
sales_2104,Cooking Mama 4: Kitchen Magic!,2011-01-01,Cooking Mama Limited,505 Games,3DS,56,6.0,E,0
sales_2105,Scribblenauts: Unlimited,2012-01-01,5TH Cell,Warner Bros. Interactive Entertainment,3DS,73,7.4,E10+,0
sales_2106,Fire Emblem: Shadow Dragon,2008-01-01,Intelligent Systems,Nintendo,DS,81,7.0,E10+,0
sales_2107,Plants vs. Zombies: Garden Warfare,2014-01-01,PopCap,Electronic Arts,PS4,75,7.6,E10+,0
sales_2108,Metroid Prime: Trilogy,2009-01-01,Retro Studios,Nintendo,Wii,91,9.3,T,0
sales_2109,Robotech: Battlecry,2002-01-01,Vicious Cycle,TDK Mediactive,PS2,72,8.5,T,0
sales_2110,Disney Universe,2011-01-01,Eurocom Entertainment Software,Disney Interactive Studios,PS3,70,6.9,E10+,0
sales_2111,Jak and Daxter: The Lost Frontier,2009-01-01,High Impact Games,Sony Computer Entertainment,Playstation Portable,71,6.3,E10+,0
sales_2112,Texas Hold 'Em Poker,2004-01-01,Skyworks Technologies,Majesco Entertainment,Game Boy Advance,49,6.8,E,0
sales_2113,Time Crisis 3,2003-01-01,Namco,Namco Bandai Games,PS2,81,8.1,T,0
sales_2114,Vanquish,2010-01-01,PlatinumGames,Sega,PS3,84,8.1,M,0
sales_2115,Tearaway,2013-01-01,Media Molecule,Sony Computer Entertainment Europe,Playstation Vita,87,8.9,E,0
sales_2116,Half-Life 2,2005-01-01,Valve Software,Electronic Arts,Xbox,90,8.6,M,0
sales_2117,Tony Hawk: RIDE,2009-01-01,Robomodo,Activision,Xbox 360,46,3.0,E10+,0
sales_2118,Borderlands: The Pre-Sequel,2014-01-01,2K Australia,Take-Two Interactive,PS3,77,6.3,M,0
sales_2119,Major League Baseball 2K8,2008-01-01,Kush Games,Bethesda Softworks,Xbox 360,70,5.9,E,0
sales_2120,Sacred 2: Fallen Angel,2009-01-01,"Ascaron Entertainment GmbH, Ascaron Entertainment",Deep Silver,PS3,70,7.1,M,0
sales_2121,pro evolution soccer 2011,2010-01-01,Konami,Konami Digital Entertainment,Xbox 360,79,5.9,E,0
sales_2122,Major League Baseball 2K9,2009-01-01,2K Sports,Spike,Xbox 360,64,5.3,E,0
sales_2123,Final Fantasy IV Advance,2005-01-01,TOSE,Nintendo,Game Boy Advance,85,7.3,E10+,0
sales_2124,Dragon Ball Z: Ultimate Tenkaichi,2011-01-01,Spike,Namco Bandai Games,PS3,58,5.4,T,0
sales_2125,Madden NFL 2003,2002-01-01,BudCat,Electronic Arts,Game Boy Advance,76,,E,0
sales_2126,Harry Potter and the Goblet of Fire,2005-01-01,Magic Pockets,Electronic Arts,Game Boy Advance,71,6.0,E,0
sales_2127,Dragon Ball Z: Buu's Fury,2004-01-01,Webfoot Technologies,Atari,Game Boy Advance,62,8.9,E,0
sales_2128,Madden NFL 2002,2001-01-01,EA Sports,Electronic Arts,GameCube,89,,E,0
sales_2129,Spider-Man: Mysterio's Menace,2001-01-01,Vicarious Visions,Activision,Game Boy Advance,84,8.7,E,0
sales_2130,MySims Racing,2009-01-01,EA Games,Electronic Arts,DS,67,7.3,E,0
sales_2131,Naruto: Ultimate Ninja,2003-01-01,CyberConnect2,Atari,PS2,75,7.7,T,0
sales_2132,Pac-Man Party,2010-01-01,TOSE,Namco Bandai Games,Wii,59,5.9,E10+,0
sales_2133,Tony Hawk's Underground,2003-01-01,Vicarious Visions,Activision,Game Boy Advance,86,7.7,E,0
sales_2134,Shadow The Hedgehog,2005-01-01,Sonic Team,Sega,PS2,45,6.0,E10+,0
sales_2135,Wave Race: Blue Storm,2001-01-01,Nintendo,Nintendo,GameCube,80,8.3,E,0
sales_2136,Aliens: Colonial Marines,2013-01-01,Gearbox Software,Sega,PS3,43,3.6,M,0
sales_2137,Backyard Wrestling: Don't Try This at Home,2003-01-01,Paradox Development,Eidos Interactive,PS2,51,7.8,M,0
sales_2138,Yakuza: Dead Souls,2011-01-01,Ryu ga Gotoku Studios,Sega,PS3,64,7.4,M,0
sales_2139,Fight Night Round 2,2005-01-01,EA Sports,Electronic Arts,Xbox,88,8.8,T,0
sales_2140,Dead Island: Riptide,2013-01-01,Techland,Deep Silver,PS3,62,5.9,M,0
sales_2141,Kinect Sports Rivals,2014-01-01,Microsoft Game Studios,Microsoft Game Studios,XOne,60,5.1,E10+,0
sales_2142,NBA 2K8,2007-01-01,Visual Concepts,Take-Two Interactive,PS2,72,6.0,E,0
sales_2143,Dynasty Warriors 8,2013-01-01,Omega Force,Tecmo Koei,PS3,68,8.5,T,0
sales_2144,Disney Infinity,2013-01-01,Avalanche Software,Disney Interactive Studios,WiiU,71,7.6,E10+,0
sales_2145,Secret Agent Clank,2009-01-01,Sanzaru Games,Sony Computer Entertainment,PS2,61,6.7,E10+,0
sales_2146,Call of Juarez: Bound in Blood,2009-01-01,Techland,Ubisoft,Xbox 360,77,7.6,M,0
sales_2147,Fighters Uncaged,2010-01-01,Ubisoft,Ubisoft,Xbox 360,32,4.6,T,0
sales_2148,Rayman Arena,2001-01-01,Ubisoft,Ubisoft,PS2,63,8.6,E,0
sales_2149,Jaws Unleashed,2006-01-01,Appaloosa Interactive,THQ,PS2,52,7.5,M,0
sales_2150,Half-Life,2001-01-01,Gearbox Software,Vivendi Games,PS2,87,8.6,M,0
sales_2151,NASCAR Heat 2002,2001-01-01,Monster Games Inc.,Infogrames,PS2,81,,E,0
sales_2152,Split/Second,2010-01-01,Black Rock Studio,Disney Interactive Studios,Xbox 360,82,8.1,E10+,0
sales_2153,The Golden Compass,2007-01-01,Artificial Mind and Movement,Sega,DS,43,4.9,E10+,0
sales_2154,Muramasa: The Demon Blade,2009-01-01,Vanillaware,Rising Star Games,Wii,81,8.7,T,0
sales_2155,Okami,2008-01-01,Ready at Dawn,Capcom,Wii,90,8.9,T,0
sales_2156,LEGO The Hobbit,2014-01-01,TT Games,Warner Bros. Interactive Entertainment,PS4,72,6.6,E10+,0
sales_2157,WWE 2K17,2016-01-01,Yuke's,Take-Two Interactive,PS4,69,6.9,T,0
sales_2158,Just Dance 2014,2013-01-01,Ubisoft,Ubisoft,WiiU,72,7.6,E10+,0
sales_2159,NHL 15,2014-01-01,EA Sports,Electronic Arts,PS4,60,3.6,E10+,0
sales_2160,Total War: Shogun 2,2011-01-01,Creative Assembly,Sega,PC,90,8.3,T,0
sales_2161,Major League Baseball 2K7,2007-01-01,Kush Games,Spike,PS2,71,,E,0
sales_2162,SimCity DS,2007-01-01,Aki Corp.,Electronic Arts,DS,69,6.3,E,0
sales_2163,Hot Wheels: Stunt Track Challenge,2004-01-01,Climax Group,THQ,PS2,62,8.1,E,0
sales_2164,Monopoly,2008-01-01,EA Bright Light,Electronic Arts,Xbox 360,56,5.8,E,0
sales_2165,Tony Hawk: RIDE,2009-01-01,Robomodo,Activision,PS3,44,2.1,E10+,0
sales_2166,Medal of Honor: Frontline,2002-01-01,Dreamworks Games,Electronic Arts,GameCube,80,7.9,T,0
sales_2167,Dead Space,2008-01-01,EA Redwood Shores,Electronic Arts,PC,86,8.0,M,0
sales_2168,NFL Blitz 2001,2000-01-01,Midway,Midway Games,Playstation,70,,E,0
sales_2169,NHL 11,2010-01-01,Electronic Arts,Electronic Arts,PS3,88,7.1,E10+,0
sales_2170,Yakuza 5,2012-01-01,Ryu ga Gotoku Studios,Sega,PS3,83,8.5,M,0
sales_2171,2002 FIFA World Cup,2002-01-01,EA Sports,Electronic Arts,PS2,73,5.6,E,0
sales_2172,MVP Baseball 2004,2004-01-01,EA Sports,Electronic Arts,Xbox,90,8.5,E,0
sales_2173,Crash Bandicoot: The Wrath of Cortex,2002-01-01,Traveller's Tales,Universal Interactive,GameCube,62,7.3,E,0
sales_2174,WWE 2K16,2015-01-01,Yuke's,Take-Two Interactive,XOne,72,5.7,T,0
sales_2175,Assassin's Creed: Brotherhood,2011-01-01,Ubisoft Montreal,Ubisoft,PC,88,8.2,M,0
sales_2176,Dead or Alive Xtreme Beach Volleyball,2003-01-01,Team Ninja,Microsoft Game Studios,Xbox,73,7.8,M,0
sales_2177,Silent Hill: Shattered Memories,2010-01-01,Climax Group,Konami Digital Entertainment,PS2,77,6.8,M,0
sales_2178,Blur,2010-01-01,Bizarre Creations,Activision,Xbox 360,82,8.3,E10+,0
sales_2179,Asphalt: Urban GT,2004-01-01,Gameloft,Ubisoft,DS,60,7.5,E,0
sales_2180,Mega Man Anniversary Collection,2004-01-01,Atomic Planet Entertainment,Capcom,PS2,81,9.0,E,0
sales_2181,Metal Gear Solid V: Ground Zeroes,2014-01-01,Kojima Productions,Konami Digital Entertainment,PS3,66,5.9,M,0
sales_2182,Harvest Moon: Friends of Mineral Town,2003-01-01,TOSE,Ubisoft,Game Boy Advance,81,9.6,E,0
sales_2183,Naruto: The Broken Bond,2008-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,80,7.8,T,0
sales_2184,WarioWare D.I.Y.,2009-01-01,Intelligent Systems,Nintendo,DS,82,8.7,E,0
sales_2185,Iron Man,2008-01-01,Artificial Mind and Movement,Sega,Wii,44,7.0,T,0
sales_2186,The Fight: Lights Out,2010-01-01,Coldwood Interactive,Sony Computer Entertainment,PS3,48,7.5,T,0
sales_2187,Mega Man X7,2003-01-01,"Valuewave Co.,Ltd.",Capcom,PS2,58,5.1,E,0
sales_2188,Deus Ex: Human Revolution,2011-01-01,Nixxes Software,Square Enix,PC,90,8.5,M,0
sales_2189,Final Fantasy Anniversary Edition,2007-01-01,TOSE,Square Enix,Playstation Portable,67,7.7,E10+,0
sales_2190,SoulCalibur V,2012-01-01,Project Soul,Namco Bandai Games,Xbox 360,77,6.2,T,0
sales_2191,Romancing SaGa,2005-01-01,Square Enix,Square Enix,PS2,58,8.0,E10+,0
sales_2192,Lost: Via Domus,2008-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,55,6.4,T,0
sales_2193,Top Spin 3,2008-01-01,Pam Development,Take-Two Interactive,Wii,68,5.7,E,0
sales_2194,Game Party in Motion,2010-01-01,Farsight Studios,Warner Bros. Interactive Entertainment,Xbox 360,33,3.7,E,0
sales_2195,The Lord of the Rings: The Third Age,2004-01-01,EA Games,Electronic Arts,PS2,73,8.2,T,0
sales_2196,Call of Duty: Black Ops,2010-01-01,n-Space,Activision,DS,74,6.0,T,0
sales_2197,NCAA Football 09,2008-01-01,EA Tiburon,Electronic Arts,PS3,81,7.3,E,0
sales_2198,MLB 11: The Show,2011-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PS3,90,7.8,E,0
sales_2199,Kinect Rush: A Disney Pixar Adventure,2012-01-01,Asobo Studio,Microsoft Game Studios,Xbox 360,68,5.1,E,0
sales_2200,Skylanders SWAP Force,2013-01-01,Vicarious Visions,Activision,WiiU,89,6.0,E10+,0
sales_2201,Terminator 3: Rise of the Machines,2003-01-01,Black Ops Entertainment,Atari,PS2,38,6.3,T,0
sales_2202,Guitar Hero: Smash Hits,2009-01-01,Beenox,Activision,Wii,74,7.7,T,0
sales_2203,Tom Clancy's HAWX,2009-01-01,Ubisoft Romania,Ubisoft,Xbox 360,73,7.3,T,0
sales_2204,Alice: Madness Returns,2011-01-01,Spicy Horse,Electronic Arts,PS3,70,7.9,M,0
sales_2205,Shin Megami Tensei IV,2013-01-01,Atlus,Atlus,3DS,83,8.3,M,0
sales_2206,NBA 2K7,2006-01-01,"Kush Games, Visual Concepts",Take-Two Interactive,Xbox 360,84,7.8,E,0
sales_2207,NHL 12,2011-01-01,Electronic Arts,Electronic Arts,PS3,86,7.5,E10+,0
sales_2208,Unreal Tournament,2000-01-01,Epic Games,Infogrames,PS2,77,6.8,M,0
sales_2209,Digimon World 2,2000-01-01,Bandai,Namco Bandai Games,Playstation,42,7.6,E,0
sales_2210,Prince of Persia: The Two Thrones,2005-01-01,Ubisoft,Ubisoft,Xbox,85,8.4,M,0
sales_2211,JoJo's Bizarre Adventure: All Star Battle,2013-01-01,CyberConnect2,Namco Bandai Games,PS3,71,8.3,T,0
sales_2212,Contra: Shattered Soldier,2002-01-01,KCET,Konami Digital Entertainment,PS2,78,6.6,T,0
sales_2213,Final Fantasy: The 4 Heroes of Light,2009-01-01,Matrix Software,Square Enix,DS,71,7.1,E10+,0
sales_2214,Rayman Legends,2013-01-01,Ubisoft Montpellier,Ubisoft,PS3,91,8.7,E10+,0
sales_2215,FIFA Soccer,2012-01-01,Electronic Arts,Electronic Arts,Playstation Vita,79,7.2,E,0
sales_2216,Tenchu 2: Birth of the Stealth Assassins,2000-01-01,Acquire,Activision,Playstation,77,8.7,M,0
sales_2217,Tony Hawk's Pro Skater 4,2002-01-01,Neversoft Entertainment,Activision,GameCube,91,8.6,T,0
sales_2218,Naruto: Uzumaki Chronicles 2,2006-01-01,Cavia Inc.,Namco Bandai Games,PS2,52,6.9,T,0
sales_2219,NHL 06,2005-01-01,EA Canada,Electronic Arts,PS2,78,8.5,E10+,0
sales_2220,Parasite Eve II,1999-01-01,SquareSoft,SquareSoft,Playstation,79,9.0,M,0
sales_2221,Skate it,2008-01-01,Electronic Arts,Electronic Arts,Wii,70,8.4,E,0
sales_2222,Phineas and Ferb: Across the 2nd Dimension,2011-01-01,High Impact Games,Disney Interactive Studios,Wii,76,8.3,E10+,0
sales_2223,Far Cry Instincts,2005-01-01,Ubisoft Montreal,Ubisoft,Xbox,85,5.7,M,0
sales_2224,Tony Hawk's Pro Skater 4,2002-01-01,Vicarious Visions,Activision,Game Boy Advance,85,8.8,E,0
sales_2225,ATV Offroad Fury: Blazin' Trails,2005-01-01,Climax Group,SouthPeak Games,Playstation Portable,63,7.8,E,0
sales_2226,Tales of the Abyss,2005-01-01,Namco,Namco Bandai Games,PS2,78,8.4,T,0
sales_2227,Payday 2,2013-01-01,Overkill Software,505 Games,Xbox 360,75,6.3,M,0
sales_2228,Blacksite: Area 51,2007-01-01,Midway Studios - Austin,Midway Games,Xbox 360,62,6.1,T,0
sales_2229,Spyro Orange: The Cortex Conspiracy,2004-01-01,Vicarious Visions,Vivendi Games,Game Boy Advance,60,7.0,E,0
sales_2230,XCOM: Enemy Unknown,2012-01-01,Firaxis Games,Take-Two Interactive,PS3,89,8.2,M,0
sales_2231,Skylanders: Spyro's Adventure,2011-01-01,Vicarious Visions,Activision,3DS,82,4.9,E10+,0
sales_2232,The Sims 3: World Adventures,2009-01-01,The Sims Studio,Electronic Arts,PC,81,8.0,T,0
sales_2233,Madden NFL 06,2005-01-01,EA Sports,Electronic Arts,GameCube,86,8.5,E,0
sales_2234,Titanfall 2,2016-01-01,Respawn Entertainment,Electronic Arts,XOne,87,8.0,M,0
sales_2235,BlazBlue: Calamity Trigger,2009-01-01,Arc System Works,PQube,PS3,87,8.4,T,0
sales_2236,Iron Man,2008-01-01,Secret Level,Sega,Xbox 360,45,5.9,T,0
sales_2237,Naruto: Ultimate Ninja 2,2004-01-01,CyberConnect2,Namco Bandai Games,PS2,73,7.9,T,0
sales_2238,NHL 10,2009-01-01,EA Canada,Electronic Arts,PS3,88,7.9,E10+,0
sales_2239,Rock Band 3,2010-01-01,Harmonix Music Systems,MTV Games,PS3,91,8.0,T,0
sales_2240,Blood Wake,2001-01-01,Stormfront Studios,Microsoft Game Studios,Xbox,71,7.5,T,0
sales_2241,Dynasty Warriors 5: Xtreme Legends,2005-01-01,Omega Force,Tecmo Koei,PS2,57,9.1,T,0
sales_2242,WWE 2K15,2014-01-01,Yuke's,Take-Two Interactive,XOne,56,5.7,T,0
sales_2243,FIFA World Cup Germany 2006,2006-01-01,EA Canada,Electronic Arts,PS2,77,8.1,E,0
sales_2244,Wreckless: ThE YaKuza MisSiOns,2002-01-01,Bunkasha Publishing,Activision,Xbox,74,5.2,T,0
sales_2245,Defiance,2013-01-01,Trion Worlds,Trion Worlds,Xbox 360,60,7.2,M,0
sales_2246,Disgaea 4: A Promise Unforgotten,2011-01-01,Nippon Ichi Software,Nippon Ichi Software,PS3,80,7.8,T,0
sales_2247,SpongeBob SquarePants: Battle for Bikini Bottom,2003-01-01,Heavy Iron Studios,THQ,Xbox,70,8.9,E,0
sales_2248,Doom 3 BFG Edition,2012-01-01,id Software,Bethesda Softworks,PS3,67,6.4,M,0
sales_2249,Spider-Man 3,2007-01-01,Treyarch,Activision,Xbox 360,63,7.0,T,0
sales_2250,Pro Evolution Soccer 2012,2011-01-01,Konami,Konami Digital Entertainment,Playstation Portable,74,6.3,E,0
sales_2251,The Conduit,2009-01-01,High Voltage Software,Sega,Wii,69,8.2,T,0
sales_2252,Trivial Pursuit,2009-01-01,EA Bright Light,Electronic Arts,Wii,67,,E,0
sales_2253,Just Dance 2016,2015-01-01,Ubisoft,Ubisoft,WiiU,73,6.9,E10+,0
sales_2254,Disney Universe,2011-01-01,Eurocom Entertainment Software,Disney Interactive Studios,Xbox 360,66,5.3,E10+,0
sales_2255,RalliSport Challenge,2002-01-01,Digital Illusions,Microsoft Game Studios,Xbox,87,8.3,E,0
sales_2256,Resident Evil Outbreak File #2,2004-01-01,Capcom,Capcom,PS2,58,7.7,M,0
sales_2257,Top Spin 3,2008-01-01,Pam Development,Take-Two Interactive,PS3,75,7.5,E,0
sales_2258,XIII,2003-01-01,Ubisoft Paris,Ubisoft,PS2,73,8.6,M,0
sales_2259,Tomb Raider: Anniversary,2007-01-01,Crystal Dynamics,Eidos Interactive,Playstation Portable,78,8.2,T,0
sales_2260,Rune Factory 4,2012-01-01,Neverland,Xseed Games,3DS,78,8.1,E10+,0
sales_2261,3D Dot Game Heroes,2009-01-01,Silicon Studio,SouthPeak Games,PS3,77,8.0,E10+,0
sales_2262,Up,2009-01-01,Asobo Studio,THQ,Wii,62,8.0,E10+,0
sales_2263,Breath of Fire IV,2000-01-01,Capcom,Capcom,Playstation,83,8.9,T,0
sales_2264,True Crime: Streets of LA,2003-01-01,Exakt,Activision,GameCube,77,7.3,M,0
sales_2265,Odin Sphere,2007-01-01,Vanilla Ware,Square Enix,PS2,83,8.6,T,0
sales_2266,Titanfall,2014-01-01,Respawn Entertainment,Electronic Arts,PC,86,6.2,M,0
sales_2267,Arena Football,2006-01-01,EA Tiburon,Electronic Arts,PS2,66,8.6,E10+,0
sales_2268,The Lord of the Rings: The Return of the King,2003-01-01,Griptonite Games,Electronic Arts,Game Boy Advance,77,8.2,T,0
sales_2269,NHL Hitz 20-02,2001-01-01,Black Box,Midway Games,PS2,78,7.6,E,0
sales_2270,The Legend of Spyro: Dawn of the Dragon,2008-01-01,Etranges Libellules,Vivendi Games,Wii,64,6.5,E10+,0
sales_2271,Classic NES Series: Dr. Mario,2004-01-01,Nintendo,Nintendo,Game Boy Advance,66,7.5,E,0
sales_2272,The Sims: Bustin' Out,2003-01-01,Maxis,Electronic Arts,Xbox,81,8.9,T,0
sales_2273,NCAA March Madness 07,2007-01-01,EA Canada,Electronic Arts,PS2,63,8.6,E,0
sales_2274,"Monsters, Inc. Scream Team",2001-01-01,Artificial Mind and Movement,Sony Computer Entertainment,Playstation,65,6.9,E,0
sales_2275,"Warhammer 40,000: Space Marine",2011-01-01,Relic,THQ,Xbox 360,76,7.8,M,0
sales_2276,Top Spin 3,2008-01-01,Pam Development,Take-Two Interactive,Xbox 360,78,7.6,E,0
sales_2277,Cabela's Big Game Hunter 2005 Adventures,2004-01-01,Sand Grain Studios,Activision,PS2,55,8.4,T,0
sales_2278,LEGO Rock Band,2009-01-01,TT Fusion,Warner Bros. Interactive Entertainment,Xbox 360,71,7.2,E10+,0
sales_2279,Knockout Kings 2001,2001-01-01,Black Ops Entertainment,Electronic Arts,PS2,81,,T,0
sales_2280,Battlefield 2: Modern Combat,2005-01-01,Digital Illusions,Electronic Arts,Xbox,80,8.2,T,0
sales_2281,Tom Clancy's HAWX,2009-01-01,Ubisoft Romania,Ubisoft,PS3,74,8.1,T,0
sales_2282,All-Star Baseball 2002,2001-01-01,Acclaim Studios Austin,Acclaim Entertainment,PS2,77,7.6,E,0
sales_2283,Need for Speed: Most Wanted,2005-01-01,EA Canada,Electronic Arts,GameCube,80,9.1,T,0
sales_2284,Bolt,2008-01-01,Avalanche Software,Disney Interactive Studios,Wii,50,5.8,E10+,0
sales_2285,WWE Raw 2,2003-01-01,Anchor,THQ,Xbox,68,7.3,T,0
sales_2286,Manhunt 2,2007-01-01,Rockstar London,Take-Two Interactive,PS2,67,7.8,M,0
sales_2287,Fullmetal Alchemist and the Broken Angel,2003-01-01,Racjin,Square Enix,PS2,56,8.1,T,0
sales_2288,Tony Hawk's Project 8,2006-01-01,Page 44 Studios,Activision,Playstation Portable,68,7.6,T,0
sales_2289,Batman Begins,2005-01-01,Eurocom Entertainment Software,Electronic Arts,PS2,64,7.3,T,0
sales_2290,Tony Hawk's Proving Ground,2007-01-01,Neversoft Entertainment,Activision,Xbox 360,72,5.4,T,0
sales_2291,Dr. Seuss' The Cat in the Hat,2003-01-01,Magenta Software,Vivendi Games,PS2,56,6.5,E,0
sales_2292,Barbie Groovy Games,2002-01-01,Digital Illusions,Universal Interactive,Game Boy Advance,47,7.0,E,0
sales_2293,Wolfenstein,2009-01-01,"id Software, Raven Software",Activision,Xbox 360,72,7.5,M,0
sales_2294,Blinx: The Time Sweeper,2002-01-01,Artoon,Microsoft Game Studios,Xbox,71,8.0,E,0
sales_2295,ESPN NFL Football,2003-01-01,Visual Concepts,Sega,PS2,91,8.5,E,0
sales_2296,Major League Baseball 2K5,2005-01-01,Kush Games,Take-Two Interactive,Xbox,81,8.2,E,0
sales_2297,Tetris Party Deluxe,2010-01-01,"Tetris Online, Inc",Nintendo,Wii,72,5.8,E,0
sales_2298,Gravity Rush,2012-01-01,SCE Japan Studio,Sony Computer Entertainment,Playstation Vita,83,8.5,T,0
sales_2299,Quantum Break,2016-01-01,Remedy Entertainment,Microsoft Game Studios,XOne,77,6.8,M,0
sales_2300,Archer Maclean's Mercury,2005-01-01,Awesome Studios,Ignition Entertainment,Playstation Portable,75,6.6,E,0
sales_2301,TMNT,2007-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,58,6.3,E10+,0
sales_2302,Soldier of Fortune: Gold Edition,2001-01-01,Pipe Dream Interactive,Codemasters,PS2,59,6.8,M,0
sales_2303,Final Fantasy IV: The Complete Collection,2011-01-01,Bullets,Square Enix,Playstation Portable,77,7.5,E10+,0
sales_2304,Frontlines: Fuel of War,2008-01-01,Kaos Studios,THQ,Xbox 360,75,7.8,T,0
sales_2305,MX 2002 Featuring Ricky Carmichael,2001-01-01,Pacific Coast Power & Light,THQ,PS2,76,8.3,E,0
sales_2306,NCAA Football 07,2006-01-01,EA Sports,Electronic Arts,Xbox,88,6.9,E,0
sales_2307,Lunar: Silver Star Story Complete,1998-01-01,Game Arts,Kadokawa Shoten,Playstation,78,9.1,T,0
sales_2308,Harvest Moon: The Tale of Two Towns,2010-01-01,Marvelous Entertainment,Natsume,DS,68,7.5,E,0
sales_2309,No More Heroes,2007-01-01,Grasshopper Manufacture,Rising Star Games,Wii,83,8.4,M,0
sales_2310,God of War: Origins Collection,2011-01-01,Ready at Dawn,Sony Computer Entertainment,PS3,84,8.4,M,0
sales_2311,Dora The Explorer: Dora Saves the Snow Princess,2008-01-01,High Voltage Software,Take-Two Interactive,Wii,47,7.0,E,0
sales_2312,Soul Reaver 2,2001-01-01,Crystal Dynamics,Eidos Interactive,PS2,80,8.5,M,0
